Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Likelihood_to_Recommend,Feedback_Comments,Income_Group,Is_Business_Hours,Is_Weekend
444,2023-02-14 06:00:00,1254.0,Loan Payment,10.0,4,Unsatisfactory,Low,0,0
359,2023-02-14 07:00:00,1343.0,Investment,6.0,3,Unsatisfactory,Medium,0,0
602,2023-02-14 08:00:00,2460.0,Loan Payment,3.0,8,Very Satisfied,Medium,0,0
346,2023-02-14 09:00:00,1210.0,Bill Payment,8.0,6,Unsatisfactory,Low,1,0
193,2023-02-14 10:00:00,1804.0,Purchase,1.0,4,Needs Improvement,Medium,1,0
416,2023-02-14 11:00:00,2711.0,Purchase,3.0,5,Good Service,Medium,1,0
377,2023-02-14 12:00:00,1464.0,Purchase,4.0,9,Very Satisfied,Medium,1,0
463,2023-02-14 13:00:00,1943.0,Investment,5.0,7,Unsatisfactory,Medium,1,0
756,2023-02-14 14:00:00,756.0,Investment,2.0,8,Needs Improvement,Low,1,0
661,2023-02-14 15:00:00,850.0,Bill Payment,10.0,4,Unsatisfactory,Low,1,0
146,2023-02-14 16:00:00,2505.0,Investment,4.0,8,Unsatisfactory,Medium,1,0
478,2023-02-14 17:00:00,1098.0,Loan Payment,3.0,8,Needs Improvement,Low,0,0
828,2023-02-14 18:00:00,802.0,Purchase,4.0,6,Unsatisfactory,Low,0,0
890,2023-02-14 19:00:00,1277.0,Bill Payment,3.0,5,Unsatisfactory,Medium,0,0
653,2023-02-14 20:00:00,1560.0,Loan Payment,7.0,7,Needs Improvement,Medium,0,0
408,2023-02-14 21:00:00,2700.0,Loan Payment,9.0,10,Unsatisfactory,Medium,0,0
286,2023-02-14 22:00:00,302.0,Investment,7.0,4,Excellent,Low,0,0
898,2023-02-14 23:00:00,4032.0,Investment,6.0,5,Very Satisfied,High,0,0
851,2023-02-15 00:00:00,1414.0,Purchase,6.0,5,Good Service,Medium,0,0
111,2023-02-15 01:00:00,1658.0,Bill Payment,6.0,5,Good Service,Medium,0,0
620,2023-02-15 02:00:00,2826.0,Loan Payment,10.0,8,Good Service,Medium,0,0
879,2023-02-15 03:00:00,3920.0,Investment,4.0,2,Unsatisfactory,High,0,0
793,2023-02-15 04:00:00,2928.0,Investment,4.0,2,Needs Improvement,Medium,0,0
50,2023-02-15 05:00:00,1407.0,Bill Payment,6.0,4,Unsatisfactory,Medium,0,0
14,2023-02-15 06:00:00,1703.0,Bill Payment,10.0,5,Very Satisfied,Medium,0,0
134,2023-02-15 07:00:00,1047.0,Investment,4.0,9,Unsatisfactory,Low,0,0
588,2023-02-15 08:00:00,3862.0,Investment,2.0,7,Good Service,High,0,0
596,2023-02-15 09:00:00,1572.0,Purchase,2.0,2,Good Service,Medium,1,0
343,2023-02-15 10:00:00,1122.0,Bill Payment,7.0,1,Very Satisfied,Low,1,0
670,2023-02-15 11:00:00,1301.0,Loan Payment,5.0,8,Very Satisfied,Medium,1,0
286,2023-02-15 12:00:00,1171.0,Investment,7.0,4,Excellent,Low,1,0
934,2023-02-15 13:00:00,1039.0,Investment,4.0,1,Unsatisfactory,Low,1,0
314,2023-02-15 14:00:00,4347.0,Investment,6.0,4,Very Satisfied,High,1,0
606,2023-02-15 15:00:00,4267.0,Investment,7.0,3,Needs Improvement,High,1,0
297,2023-02-15 16:00:00,2749.0,Purchase,1.0,4,Good Service,Medium,1,0
606,2023-02-15 17:00:00,988.0,Bill Payment,7.0,3,Needs Improvement,Low,0,0
569,2023-02-15 18:00:00,527.0,Investment,1.0,6,Unsatisfactory,Low,0,0
164,2023-02-15 19:00:00,792.0,Bill Payment,5.0,3,Excellent,Low,0,0
832,2023-02-15 20:00:00,2841.0,Loan Payment,5.0,6,Unsatisfactory,Medium,0,0
497,2023-02-15 21:00:00,4190.0,Loan Payment,1.0,5,Needs Improvement,High,0,0
610,2023-02-15 22:00:00,147.0,Loan Payment,3.0,7,Unsatisfactory,Low,0,0
16,2023-02-15 23:00:00,763.0,Loan Payment,7.0,2,Excellent,Low,0,0
344,2023-02-16 00:00:00,2963.0,Bill Payment,3.0,2,Needs Improvement,Medium,0,0
78,2023-02-16 01:00:00,4818.0,Loan Payment,6.0,4,Excellent,High,0,0
346,2023-02-16 02:00:00,2465.0,Loan Payment,8.0,6,Unsatisfactory,Medium,0,0
72,2023-02-16 03:00:00,2844.0,Investment,3.0,4,Unsatisfactory,Medium,0,0
270,2023-02-16 04:00:00,589.0,Investment,7.0,3,Needs Improvement,Low,0,0
287,2023-02-16 05:00:00,3265.0,Investment,8.0,10,Excellent,Medium,0,0
66,2023-02-16 06:00:00,2460.0,Purchase,6.0,5,Good Service,Medium,0,0
880,2023-02-16 07:00:00,4659.0,Investment,8.0,4,Good Service,High,0,0
68,2023-02-16 08:00:00,405.0,Loan Payment,4.0,1,Excellent,Low,0,0
193,2023-02-16 09:00:00,2460.0,Bill Payment,1.0,4,Needs Improvement,Medium,1,0
55,2023-02-16 10:00:00,4915.0,Loan Payment,1.0,9,Needs Improvement,High,1,0
980,2023-02-16 11:00:00,2599.0,Bill Payment,1.0,1,Good Service,Medium,1,0
379,2023-02-16 12:00:00,3044.0,Loan Payment,3.0,7,Very Satisfied,Medium,1,0
974,2023-02-16 13:00:00,179.0,Purchase,5.0,2,Very Satisfied,Low,1,0
168,2023-02-16 14:00:00,2347.0,Investment,1.0,6,Unsatisfactory,Medium,1,0
409,2023-02-16 15:00:00,3249.0,Loan Payment,4.0,7,Good Service,Medium,1,0
508,2023-02-16 16:00:00,3425.0,Investment,2.0,7,Needs Improvement,Medium,1,0
537,2023-02-16 17:00:00,3578.0,Purchase,1.0,3,Very Satisfied,Medium,0,0
643,2023-02-16 18:00:00,3226.0,Purchase,9.0,9,Needs Improvement,Medium,0,0
837,2023-02-16 19:00:00,3494.0,Investment,6.0,7,Very Satisfied,Medium,0,0
102,2023-02-16 20:00:00,4845.0,Investment,5.0,4,Unsatisfactory,High,0,0
886,2023-02-16 21:00:00,1851.0,Bill Payment,6.0,10,Good Service,Medium,0,0
794,2023-02-16 22:00:00,3770.0,Investment,4.0,6,Excellent,High,0,0
808,2023-02-16 23:00:00,4562.0,Investment,8.0,4,Needs Improvement,High,0,0
806,2023-02-17 00:00:00,3036.0,Bill Payment,8.0,3,Good Service,Medium,0,0
422,2023-02-17 01:00:00,3975.0,Loan Payment,8.0,7,Excellent,High,0,0
964,2023-02-17 02:00:00,1611.0,Bill Payment,6.0,4,Very Satisfied,Medium,0,0
775,2023-02-17 03:00:00,1156.0,Loan Payment,10.0,10,Needs Improvement,Low,0,0
478,2023-02-17 04:00:00,4336.0,Loan Payment,3.0,8,Needs Improvement,High,0,0
926,2023-02-17 05:00:00,2694.0,Loan Payment,6.0,5,Unsatisfactory,Medium,0,0
120,2023-02-17 06:00:00,121.0,Bill Payment,4.0,2,Good Service,Low,0,0
915,2023-02-17 07:00:00,602.0,Bill Payment,5.0,1,Excellent,Low,0,0
743,2023-02-17 08:00:00,2449.0,Purchase,5.0,8,Unsatisfactory,Medium,0,0
291,2023-02-17 09:00:00,1248.0,Loan Payment,4.0,9,Good Service,Low,1,0
488,2023-02-17 10:00:00,2804.0,Bill Payment,9.0,9,Good Service,Medium,1,0
161,2023-02-17 11:00:00,2424.0,Purchase,5.0,2,Good Service,Medium,1,0
673,2023-02-17 12:00:00,2139.0,Loan Payment,2.0,10,Very Satisfied,Medium,1,0
78,2023-02-17 13:00:00,2863.0,Bill Payment,6.0,4,Excellent,Medium,1,0
38,2023-02-17 14:00:00,2879.0,Bill Payment,6.0,2,Good Service,Medium,1,0
394,2023-02-17 15:00:00,3608.0,Bill Payment,10.0,2,Unsatisfactory,Medium,1,0
441,2023-02-17 16:00:00,3813.0,Investment,5.0,3,Good Service,High,1,0
540,2023-02-17 17:00:00,1536.0,Purchase,2.0,8,Good Service,Medium,0,0
462,2023-02-17 18:00:00,1979.0,Bill Payment,8.0,3,Good Service,Medium,0,0
612,2023-02-17 19:00:00,961.0,Investment,9.0,3,Excellent,Low,0,0
294,2023-02-17 20:00:00,1512.0,Purchase,9.0,2,Very Satisfied,Medium,0,0
400,2023-02-17 21:00:00,4477.0,Purchase,9.0,5,Good Service,High,0,0
636,2023-02-17 22:00:00,2460.0,Investment,10.0,9,Unsatisfactory,Medium,0,0
917,2023-02-17 23:00:00,2460.0,Purchase,6.0,7,Needs Improvement,Medium,0,0
92,2023-02-18 00:00:00,3996.0,Investment,7.0,6,Needs Improvement,High,0,1
767,2023-02-18 01:00:00,2364.0,Loan Payment,6.0,8,Needs Improvement,Medium,0,1
609,2023-02-18 02:00:00,235.0,Bill Payment,10.0,1,Good Service,Low,0,1
6,2023-02-18 03:00:00,3021.0,Investment,3.0,1,Needs Improvement,Medium,0,1
681,2023-02-18 04:00:00,4136.0,Purchase,4.0,4,Good Service,High,0,1
895,2023-02-18 05:00:00,623.0,Purchase,10.0,2,Unsatisfactory,Low,0,1
271,2023-02-18 06:00:00,108.0,Loan Payment,1.0,3,Excellent,Low,0,1
620,2023-02-18 07:00:00,820.0,Loan Payment,10.0,8,Good Service,Low,0,1
899,2023-02-18 08:00:00,3347.0,Loan Payment,9.0,5,Needs Improvement,Medium,0,1
811,2023-02-18 09:00:00,2709.0,Loan Payment,6.0,8,Good Service,Medium,1,1
559,2023-02-18 10:00:00,4919.0,Loan Payment,6.0,5,Unsatisfactory,High,1,1
99,2023-02-18 11:00:00,1029.0,Bill Payment,5.0,1,Good Service,Low,1,1
526,2023-02-18 12:00:00,3035.0,Investment,5.0,5,Good Service,Medium,1,1
194,2023-02-18 13:00:00,3538.0,Loan Payment,3.0,7,Good Service,Medium,1,1
157,2023-02-18 14:00:00,3896.0,Loan Payment,7.0,2,Unsatisfactory,High,1,1
900,2023-02-18 15:00:00,2989.0,Bill Payment,6.0,4,Needs Improvement,Medium,1,1
666,2023-02-18 16:00:00,3350.0,Investment,2.0,4,Good Service,Medium,1,1
115,2023-02-18 17:00:00,806.0,Loan Payment,7.0,7,Good Service,Low,0,1
396,2023-02-18 18:00:00,2460.0,Investment,10.0,2,Needs Improvement,Medium,0,1
770,2023-02-18 19:00:00,3076.0,Investment,4.0,9,Needs Improvement,Medium,0,1
657,2023-02-18 20:00:00,3030.0,Bill Payment,1.0,3,Very Satisfied,Medium,0,1
803,2023-02-18 21:00:00,2690.0,Bill Payment,3.0,1,Good Service,Medium,0,1
522,2023-02-18 22:00:00,4451.0,Loan Payment,2.0,8,Excellent,High,0,1
880,2023-02-18 23:00:00,4829.0,Purchase,8.0,4,Good Service,High,0,1
214,2023-02-19 00:00:00,2958.0,Bill Payment,8.0,1,Needs Improvement,Medium,0,1
745,2023-02-19 01:00:00,3741.0,Investment,10.0,2,Unsatisfactory,High,0,1
683,2023-02-19 02:00:00,1111.0,Investment,2.0,4,Good Service,Low,0,1
533,2023-02-19 03:00:00,1047.0,Loan Payment,9.0,1,Very Satisfied,Low,0,1
15,2023-02-19 04:00:00,4241.0,Loan Payment,1.0,10,Needs Improvement,High,0,1
419,2023-02-19 05:00:00,801.0,Loan Payment,3.0,6,Unsatisfactory,Low,0,1
368,2023-02-19 06:00:00,4184.0,Investment,2.0,2,Good Service,High,0,1
638,2023-02-19 07:00:00,1788.0,Bill Payment,3.0,4,Unsatisfactory,Medium,0,1
853,2023-02-19 08:00:00,4810.0,Purchase,8.0,10,Good Service,High,0,1
853,2023-02-19 09:00:00,991.0,Bill Payment,8.0,10,Good Service,Low,1,1
213,2023-02-19 10:00:00,1275.0,Purchase,4.0,4,Very Satisfied,Medium,1,1
700,2023-02-19 11:00:00,753.0,Bill Payment,7.0,5,Needs Improvement,Low,1,1
684,2023-02-19 12:00:00,2441.0,Loan Payment,5.0,5,Very Satisfied,Medium,1,1
992,2023-02-19 13:00:00,384.0,Investment,7.0,2,Needs Improvement,Low,1,1
759,2023-02-19 14:00:00,1763.0,Purchase,10.0,9,Very Satisfied,Medium,1,1
5,2023-02-19 15:00:00,3907.0,Bill Payment,8.0,7,Unsatisfactory,High,1,1
231,2023-02-19 16:00:00,2546.0,Investment,5.0,10,Unsatisfactory,Medium,1,1
201,2023-02-19 17:00:00,2001.0,Purchase,6.0,6,Needs Improvement,Medium,0,1
885,2023-02-19 18:00:00,2938.0,Purchase,7.0,9,Needs Improvement,Medium,0,1
402,2023-02-19 19:00:00,3456.0,Investment,9.0,2,Unsatisfactory,Medium,0,1
149,2023-02-19 20:00:00,601.0,Loan Payment,5.0,5,Good Service,Low,0,1
584,2023-02-19 21:00:00,4638.0,Investment,2.0,7,Very Satisfied,High,0,1
492,2023-02-19 22:00:00,2460.0,Loan Payment,7.0,5,Needs Improvement,Medium,0,1
226,2023-02-19 23:00:00,2882.0,Bill Payment,4.0,5,Needs Improvement,Medium,0,1
586,2023-02-20 00:00:00,1186.0,Bill Payment,4.0,7,Needs Improvement,Low,0,0
819,2023-02-20 01:00:00,1345.0,Investment,5.0,8,Unsatisfactory,Medium,0,0
169,2023-02-20 02:00:00,4703.0,Loan Payment,7.0,2,Good Service,High,0,0
761,2023-02-20 03:00:00,122.0,Bill Payment,7.0,7,Good Service,Low,0,0
792,2023-02-20 04:00:00,3782.0,Loan Payment,6.0,1,Very Satisfied,High,0,0
1000,2023-02-20 05:00:00,1855.0,Loan Payment,5.0,10,Unsatisfactory,Medium,0,0
152,2023-02-20 06:00:00,1997.0,Loan Payment,10.0,7,Needs Improvement,Medium,0,0
224,2023-02-20 07:00:00,4839.0,Investment,6.0,9,Very Satisfied,High,0,0
504,2023-02-20 08:00:00,1995.0,Loan Payment,8.0,3,Good Service,Medium,0,0
737,2023-02-20 09:00:00,3302.0,Investment,4.0,8,Good Service,Medium,1,0
550,2023-02-20 10:00:00,3252.0,Bill Payment,4.0,9,Very Satisfied,Medium,1,0
44,2023-02-20 11:00:00,262.0,Bill Payment,7.0,9,Excellent,Low,1,0
697,2023-02-20 12:00:00,133.0,Purchase,10.0,4,Very Satisfied,Low,1,0
504,2023-02-20 13:00:00,1246.0,Purchase,8.0,3,Good Service,Low,1,0
955,2023-02-20 14:00:00,633.0,Bill Payment,4.0,9,Good Service,Low,1,0
241,2023-02-20 15:00:00,3166.0,Loan Payment,2.0,3,Needs Improvement,Medium,1,0
930,2023-02-20 16:00:00,3146.0,Loan Payment,3.0,8,Unsatisfactory,Medium,1,0
843,2023-02-20 17:00:00,3399.0,Bill Payment,10.0,8,Unsatisfactory,Medium,0,0
351,2023-02-20 18:00:00,3427.0,Bill Payment,9.0,8,Very Satisfied,Medium,0,0
722,2023-02-20 19:00:00,1665.0,Purchase,5.0,4,Good Service,Medium,0,0
23,2023-02-20 20:00:00,1276.0,Loan Payment,8.0,6,Good Service,Medium,0,0
636,2023-02-20 21:00:00,2955.0,Bill Payment,10.0,9,Unsatisfactory,Medium,0,0
598,2023-02-20 22:00:00,1170.0,Purchase,5.0,6,Needs Improvement,Low,0,0
43,2023-02-20 23:00:00,2304.0,Purchase,4.0,1,Good Service,Medium,0,0
466,2023-02-21 00:00:00,450.0,Loan Payment,9.0,10,Unsatisfactory,Low,0,0
40,2023-02-21 01:00:00,2102.0,Purchase,6.0,10,Excellent,Medium,0,0
303,2023-02-21 02:00:00,2715.0,Purchase,5.0,4,Good Service,Medium,0,0
681,2023-02-21 03:00:00,3769.0,Investment,4.0,4,Good Service,High,0,0
175,2023-02-21 04:00:00,563.0,Bill Payment,7.0,7,Good Service,Low,0,0
999,2023-02-21 05:00:00,4914.0,Loan Payment,10.0,9,Good Service,High,0,0
532,2023-02-21 06:00:00,1122.0,Bill Payment,1.0,6,Needs Improvement,Low,0,0
461,2023-02-21 07:00:00,2787.0,Investment,9.0,8,Excellent,Medium,0,0
621,2023-02-21 08:00:00,1843.0,Loan Payment,7.0,10,Good Service,Medium,0,0
193,2023-02-21 09:00:00,1324.0,Bill Payment,1.0,4,Needs Improvement,Medium,1,0
244,2023-02-21 10:00:00,3503.0,Purchase,2.0,4,Very Satisfied,Medium,1,0
836,2023-02-21 11:00:00,3148.0,Loan Payment,6.0,8,Unsatisfactory,Medium,1,0
280,2023-02-21 12:00:00,3122.0,Investment,2.0,3,Unsatisfactory,Medium,1,0
740,2023-02-21 13:00:00,108.0,Purchase,9.0,6,Good Service,Low,1,0
36,2023-02-21 14:00:00,3935.0,Investment,9.0,8,Very Satisfied,High,1,0
557,2023-02-21 15:00:00,1489.0,Purchase,2.0,7,Very Satisfied,Medium,1,0
898,2023-02-21 16:00:00,4406.0,Bill Payment,6.0,5,Very Satisfied,High,1,0
540,2023-02-21 17:00:00,1232.0,Bill Payment,2.0,8,Good Service,Low,0,0
154,2023-02-21 18:00:00,4593.0,Bill Payment,3.0,6,Good Service,High,0,0
23,2023-02-21 19:00:00,1014.0,Investment,8.0,6,Good Service,Low,0,0
719,2023-02-21 20:00:00,486.0,Loan Payment,9.0,10,Needs Improvement,Low,0,0
932,2023-02-21 21:00:00,1145.0,Bill Payment,4.0,6,Needs Improvement,Low,0,0
91,2023-02-21 22:00:00,2866.0,Investment,7.0,2,Needs Improvement,Medium,0,0
390,2023-02-21 23:00:00,1715.0,Purchase,9.0,4,Good Service,Medium,0,0
931,2023-02-22 00:00:00,527.0,Bill Payment,8.0,9,Very Satisfied,Low,0,0
359,2023-02-22 01:00:00,1230.0,Purchase,6.0,3,Unsatisfactory,Low,0,0
550,2023-02-22 02:00:00,2516.0,Bill Payment,4.0,9,Very Satisfied,Medium,0,0
931,2023-02-22 03:00:00,4335.0,Purchase,8.0,9,Very Satisfied,High,0,0
228,2023-02-22 04:00:00,1201.0,Investment,8.0,1,Needs Improvement,Low,0,0
202,2023-02-22 05:00:00,3890.0,Bill Payment,2.0,3,Good Service,High,0,0
350,2023-02-22 06:00:00,3253.0,Investment,5.0,9,Good Service,Medium,0,0
821,2023-02-22 07:00:00,1987.0,Investment,7.0,8,Excellent,Medium,0,0
766,2023-02-22 08:00:00,2252.0,Purchase,3.0,6,Needs Improvement,Medium,0,0
38,2023-02-22 09:00:00,3100.0,Bill Payment,6.0,2,Good Service,Medium,1,0
733,2023-02-22 10:00:00,1897.0,Loan Payment,5.0,7,Good Service,Medium,1,0
500,2023-02-22 11:00:00,4569.0,Loan Payment,1.0,1,Unsatisfactory,High,1,0
699,2023-02-22 12:00:00,983.0,Investment,6.0,3,Good Service,Low,1,0
43,2023-02-22 13:00:00,75.0,Purchase,4.0,1,Good Service,Low,1,0
871,2023-02-22 14:00:00,2916.0,Purchase,5.0,4,Good Service,Medium,1,0
626,2023-02-22 15:00:00,2460.0,Purchase,8.0,2,Good Service,Medium,1,0
772,2023-02-22 16:00:00,7315.0,Bill Payment,1.0,4,Good Service,High,1,0
517,2023-02-22 17:00:00,317.0,Bill Payment,1.0,3,Very Satisfied,Low,0,0
68,2023-02-22 18:00:00,3418.0,Purchase,4.0,1,Excellent,Medium,0,0
740,2023-02-22 19:00:00,3752.0,Loan Payment,9.0,6,Good Service,High,0,0
123,2023-02-22 20:00:00,792.0,Loan Payment,2.0,4,Good Service,Low,0,0
685,2023-02-22 21:00:00,4226.0,Bill Payment,4.0,7,Good Service,High,0,0
336,2023-02-22 22:00:00,775.0,Purchase,5.0,6,Good Service,Low,0,0
153,2023-02-22 23:00:00,3485.0,Loan Payment,5.0,9,Good Service,Medium,0,0
974,2023-02-23 00:00:00,782.0,Loan Payment,5.0,2,Very Satisfied,Low,0,0
779,2023-02-23 01:00:00,3867.0,Bill Payment,2.0,3,Very Satisfied,High,0,0
669,2023-02-23 02:00:00,3195.0,Bill Payment,5.0,5,Very Satisfied,Medium,0,0
162,2023-02-23 03:00:00,549.0,Loan Payment,6.0,5,Unsatisfactory,Low,0,0
214,2023-02-23 04:00:00,2059.0,Purchase,8.0,1,Needs Improvement,Medium,0,0
910,2023-02-23 05:00:00,3293.0,Loan Payment,5.0,6,Unsatisfactory,Medium,0,0
376,2023-02-23 06:00:00,4685.0,Loan Payment,7.0,9,Very Satisfied,High,0,0
920,2023-02-23 07:00:00,1673.0,Purchase,4.0,8,Very Satisfied,Medium,0,0
443,2023-02-23 08:00:00,1057.0,Bill Payment,1.0,2,Good Service,Low,0,0
423,2023-02-23 09:00:00,3846.0,Purchase,6.0,10,Unsatisfactory,High,1,0
538,2023-02-23 10:00:00,3449.0,Purchase,6.0,2,Unsatisfactory,Medium,1,0
939,2023-02-23 11:00:00,515.0,Purchase,9.0,9,Excellent,Low,1,0
804,2023-02-23 12:00:00,3257.0,Purchase,6.0,5,Good Service,Medium,1,0
935,2023-02-23 13:00:00,3510.0,Bill Payment,1.0,9,Excellent,Medium,1,0
701,2023-02-23 14:00:00,1920.0,Loan Payment,4.0,8,Excellent,Medium,1,0
912,2023-02-23 15:00:00,742.0,Investment,6.0,8,Very Satisfied,Low,1,0
634,2023-02-23 16:00:00,3523.0,Bill Payment,6.0,8,Good Service,Medium,1,0
230,2023-02-23 17:00:00,1581.0,Purchase,2.0,2,Good Service,Medium,0,0
59,2023-02-23 18:00:00,4619.0,Loan Payment,2.0,7,Excellent,High,0,0
96,2023-02-23 19:00:00,2952.0,Loan Payment,2.0,1,Unsatisfactory,Medium,0,0
262,2023-02-23 20:00:00,4466.0,Purchase,10.0,8,Excellent,High,0,0
354,2023-02-23 21:00:00,2331.0,Bill Payment,9.0,8,Unsatisfactory,Medium,0,0
312,2023-02-23 22:00:00,3345.0,Purchase,5.0,3,Needs Improvement,Medium,0,0
136,2023-02-23 23:00:00,4632.0,Loan Payment,5.0,2,Needs Improvement,High,0,0
862,2023-02-24 00:00:00,4384.0,Loan Payment,5.0,2,Unsatisfactory,High,0,0
795,2023-02-24 01:00:00,2763.0,Bill Payment,10.0,2,Good Service,Medium,0,0
967,2023-02-24 02:00:00,1382.0,Investment,5.0,2,Very Satisfied,Medium,0,0
923,2023-02-24 03:00:00,1454.0,Purchase,1.0,2,Very Satisfied,Medium,0,0
473,2023-02-24 04:00:00,3386.0,Investment,10.0,5,Unsatisfactory,Medium,0,0
632,2023-02-24 05:00:00,299.0,Loan Payment,2.0,6,Good Service,Low,0,0
430,2023-02-24 06:00:00,2075.0,Investment,7.0,6,Needs Improvement,Medium,0,0
937,2023-02-24 07:00:00,73.0,Purchase,5.0,4,Needs Improvement,Low,0,0
975,2023-02-24 08:00:00,3955.0,Purchase,4.0,5,Excellent,High,0,0
537,2023-02-24 09:00:00,339.0,Loan Payment,1.0,3,Very Satisfied,Low,1,0
854,2023-02-24 10:00:00,4868.0,Bill Payment,5.0,8,Unsatisfactory,High,1,0
146,2023-02-24 11:00:00,1973.0,Bill Payment,4.0,8,Unsatisfactory,Medium,1,0
524,2023-02-24 12:00:00,3098.0,Loan Payment,7.0,3,Good Service,Medium,1,0
87,2023-02-24 13:00:00,2500.0,Purchase,5.0,3,Unsatisfactory,Medium,1,0
947,2023-02-24 14:00:00,150.0,Bill Payment,7.0,10,Good Service,Low,1,0
109,2023-02-24 15:00:00,4549.0,Investment,3.0,9,Good Service,High,1,0
423,2023-02-24 16:00:00,2483.0,Loan Payment,6.0,10,Unsatisfactory,Medium,1,0
345,2023-02-24 17:00:00,3913.0,Investment,6.0,3,Unsatisfactory,High,0,0
266,2023-02-24 18:00:00,459.0,Purchase,1.0,6,Needs Improvement,Low,0,0
734,2023-02-24 19:00:00,1835.0,Bill Payment,1.0,1,Good Service,Medium,0,0
586,2023-02-24 20:00:00,4456.0,Purchase,4.0,7,Needs Improvement,High,0,0
994,2023-02-24 21:00:00,4704.0,Investment,5.0,2,Needs Improvement,High,0,0
494,2023-02-24 22:00:00,4816.0,Purchase,7.0,7,Needs Improvement,High,0,0
333,2023-02-24 23:00:00,879.0,Purchase,3.0,9,Needs Improvement,Low,0,0
822,2023-02-25 00:00:00,2460.0,Loan Payment,7.0,10,Very Satisfied,Medium,0,1
413,2023-02-25 01:00:00,2460.0,Loan Payment,10.0,6,Needs Improvement,Medium,0,1
614,2023-02-25 02:00:00,3612.0,Purchase,10.0,10,Very Satisfied,Medium,0,1
937,2023-02-25 03:00:00,402.0,Loan Payment,5.0,4,Needs Improvement,Low,0,1
649,2023-02-25 04:00:00,851.0,Purchase,10.0,2,Unsatisfactory,Low,0,1
191,2023-02-25 05:00:00,2458.0,Investment,7.0,7,Good Service,Medium,0,1
973,2023-02-25 06:00:00,2801.0,Loan Payment,6.0,8,Very Satisfied,Medium,0,1
933,2023-02-25 07:00:00,2963.0,Purchase,7.0,7,Unsatisfactory,Medium,0,1
142,2023-02-25 08:00:00,1368.0,Loan Payment,6.0,7,Unsatisfactory,Medium,0,1
869,2023-02-25 09:00:00,1000.0,Purchase,2.0,10,Good Service,Low,1,1
73,2023-02-25 10:00:00,1048.0,Loan Payment,8.0,2,Needs Improvement,Low,1,1
840,2023-02-25 11:00:00,37.0,Bill Payment,2.0,2,Unsatisfactory,Low,1,1
167,2023-02-25 12:00:00,397.0,Purchase,4.0,9,Unsatisfactory,Low,1,1
168,2023-02-25 13:00:00,842.0,Bill Payment,1.0,6,Unsatisfactory,Low,1,1
566,2023-02-25 14:00:00,259.0,Purchase,10.0,1,Unsatisfactory,Low,1,1
259,2023-02-25 15:00:00,2037.0,Bill Payment,9.0,1,Good Service,Medium,1,1
439,2023-02-25 16:00:00,1538.0,Purchase,2.0,2,Good Service,Medium,1,1
111,2023-02-25 17:00:00,4203.0,Loan Payment,6.0,5,Good Service,High,0,1
744,2023-02-25 18:00:00,2460.0,Bill Payment,3.0,7,Unsatisfactory,Medium,0,1
673,2023-02-25 19:00:00,1370.0,Loan Payment,2.0,10,Very Satisfied,Medium,0,1
864,2023-02-25 20:00:00,3119.0,Purchase,10.0,4,Good Service,Medium,0,1
839,2023-02-25 21:00:00,1333.0,Loan Payment,5.0,5,Very Satisfied,Medium,0,1
531,2023-02-25 22:00:00,2236.0,Purchase,8.0,7,Needs Improvement,Medium,0,1
290,2023-02-25 23:00:00,3690.0,Loan Payment,4.0,10,Needs Improvement,High,0,1
974,2023-02-26 00:00:00,901.0,Bill Payment,5.0,2,Very Satisfied,Low,0,1
562,2023-02-26 01:00:00,1315.0,Purchase,9.0,2,Good Service,Medium,0,1
510,2023-02-26 02:00:00,4558.0,Loan Payment,2.0,1,Good Service,High,0,1
175,2023-02-26 03:00:00,4202.0,Purchase,7.0,7,Good Service,High,0,1
302,2023-02-26 04:00:00,271.0,Purchase,6.0,1,Good Service,Low,0,1
696,2023-02-26 05:00:00,2350.0,Purchase,5.0,9,Good Service,Medium,0,1
185,2023-02-26 06:00:00,1803.0,Investment,7.0,5,Excellent,Medium,0,1
339,2023-02-26 07:00:00,2306.0,Purchase,7.0,3,Very Satisfied,Medium,0,1
510,2023-02-26 08:00:00,2302.0,Loan Payment,2.0,1,Good Service,Medium,0,1
819,2023-02-26 09:00:00,2180.0,Investment,5.0,8,Unsatisfactory,Medium,1,1
310,2023-02-26 10:00:00,334.0,Loan Payment,2.0,6,Unsatisfactory,Low,1,1
507,2023-02-26 11:00:00,995.0,Investment,8.0,10,Needs Improvement,Low,1,1
346,2023-02-26 12:00:00,4792.0,Purchase,8.0,6,Unsatisfactory,High,1,1
81,2023-02-26 13:00:00,3862.0,Bill Payment,3.0,8,Very Satisfied,High,1,1
374,2023-02-26 14:00:00,1749.0,Bill Payment,7.0,8,Needs Improvement,Medium,1,1
156,2023-02-26 15:00:00,1870.0,Purchase,4.0,8,Very Satisfied,Medium,1,1
787,2023-02-26 16:00:00,3147.0,Investment,2.0,2,Needs Improvement,Medium,1,1
795,2023-02-26 17:00:00,3908.0,Loan Payment,10.0,2,Good Service,High,0,1
432,2023-02-26 18:00:00,845.0,Bill Payment,8.0,3,Needs Improvement,Low,0,1
500,2023-02-26 19:00:00,4164.0,Purchase,1.0,1,Unsatisfactory,High,0,1
