Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Satisfaction_Score,Feedback_Comments,Likelihood_to_Recommend
846,222,2023-02-05 05:00:00,4509.0,Investment,4.0,Unsatisfactory,4
847,77,2023-02-05 06:00:00,2249.0,Loan Payment,9.0,Good Service,5
848,62,2023-02-05 07:00:00,3374.0,Purchase,8.0,Good Service,5
849,471,2023-02-05 08:00:00,2055.0,Bill Payment,6.0,Needs Improvement,8
850,157,2023-02-05 09:00:00,1064.0,Investment,7.0,Unsatisfactory,2
851,806,2023-02-05 10:00:00,3411.0,Bill Payment,8.0,Good Service,3
852,125,2023-02-05 11:00:00,3739.0,Purchase,2.0,Needs Improvement,1
853,741,2023-02-05 12:00:00,2679.0,Loan Payment,7.0,Good Service,9
854,852,2023-02-05 13:00:00,285.0,Loan Payment,3.0,Excellent,5
855,161,2023-02-05 14:00:00,4756.0,Purchase,5.0,Good Service,2
856,541,2023-02-05 15:00:00,4100.0,Bill Payment,2.0,Needs Improvement,8
857,626,2023-02-05 16:00:00,1115.0,Loan Payment,8.0,Good Service,2
858,591,2023-02-05 17:00:00,4691.0,Investment,5.0,Good Service,4
859,535,2023-02-05 18:00:00,2460.0,Bill Payment,3.0,Good Service,2
860,106,2023-02-05 19:00:00,138.0,Bill Payment,1.0,Excellent,7
861,131,2023-02-05 20:00:00,4361.0,Investment,8.0,Needs Improvement,7
862,357,2023-02-05 21:00:00,4336.0,Purchase,10.0,Needs Improvement,9
863,989,2023-02-05 22:00:00,3578.0,Loan Payment,1.0,Unsatisfactory,1
864,685,2023-02-05 23:00:00,2412.0,Bill Payment,4.0,Good Service,7
865,776,2023-02-06 00:00:00,1657.0,Loan Payment,5.0,Needs Improvement,6
866,854,2023-02-06 01:00:00,3566.0,Loan Payment,5.0,Unsatisfactory,8
867,885,2023-02-06 02:00:00,3901.0,Bill Payment,7.0,Needs Improvement,9
868,797,2023-02-06 03:00:00,2203.0,Purchase,2.0,Very Satisfied,4
869,2,2023-02-06 04:00:00,2057.0,Bill Payment,3.0,Very Satisfied,3
870,233,2023-02-06 05:00:00,3114.0,Purchase,10.0,Unsatisfactory,6
871,369,2023-02-06 06:00:00,4365.0,Investment,1.0,Very Satisfied,6
872,251,2023-02-06 07:00:00,2144.0,Purchase,10.0,Unsatisfactory,2
873,946,2023-02-06 08:00:00,852.0,Purchase,10.0,Unsatisfactory,7
874,833,2023-02-06 09:00:00,1981.0,Bill Payment,2.0,Very Satisfied,8
875,108,2023-02-06 10:00:00,4370.0,Loan Payment,2.0,Unsatisfactory,3
876,276,2023-02-06 11:00:00,3913.0,Loan Payment,10.0,Good Service,5
877,180,2023-02-06 12:00:00,3623.0,Purchase,1.0,Good Service,9
878,725,2023-02-06 13:00:00,401.0,Purchase,10.0,Unsatisfactory,5
879,293,2023-02-06 14:00:00,2289.0,Bill Payment,8.0,Needs Improvement,4
880,584,2023-02-06 15:00:00,2460.0,Purchase,2.0,Very Satisfied,7
881,795,2023-02-06 16:00:00,4693.0,Bill Payment,10.0,Good Service,2
882,175,2023-02-06 17:00:00,2504.0,Investment,7.0,Good Service,7
883,123,2023-02-06 18:00:00,1162.0,Purchase,2.0,Good Service,4
884,227,2023-02-06 19:00:00,1304.0,Investment,6.0,Very Satisfied,7
885,902,2023-02-06 20:00:00,475.0,Purchase,1.0,Unsatisfactory,5
886,444,2023-02-06 21:00:00,2185.0,Purchase,10.0,Unsatisfactory,4
887,813,2023-02-06 22:00:00,3255.0,Investment,8.0,Unsatisfactory,3
888,428,2023-02-06 23:00:00,497.0,Investment,4.0,Unsatisfactory,4
889,83,2023-02-07 00:00:00,2948.0,Bill Payment,6.0,Good Service,2
890,765,2023-02-07 01:00:00,2636.0,Bill Payment,6.0,Excellent,4
891,658,2023-02-07 02:00:00,2460.0,Investment,1.0,Needs Improvement,10
892,632,2023-02-07 03:00:00,4511.0,Purchase,2.0,Good Service,6
893,65,2023-02-07 04:00:00,1059.0,Bill Payment,8.0,Needs Improvement,5
894,281,2023-02-07 05:00:00,4085.0,Purchase,8.0,Needs Improvement,7
895,795,2023-02-07 06:00:00,4469.0,Loan Payment,10.0,Good Service,2
896,391,2023-02-07 07:00:00,1400.0,Bill Payment,8.0,Good Service,8
897,428,2023-02-07 08:00:00,1093.0,Bill Payment,4.0,Unsatisfactory,4
898,618,2023-02-07 09:00:00,4656.0,Bill Payment,7.0,Very Satisfied,4
899,925,2023-02-07 10:00:00,1668.0,Loan Payment,1.0,Unsatisfactory,6
900,991,2023-02-07 11:00:00,4397.0,Investment,9.0,Needs Improvement,7
901,812,2023-02-07 12:00:00,1827.0,Purchase,2.0,Needs Improvement,4
902,107,2023-02-07 13:00:00,200.0,Loan Payment,10.0,Unsatisfactory,6
903,548,2023-02-07 14:00:00,470.0,Investment,6.0,Needs Improvement,10
904,659,2023-02-07 15:00:00,2531.0,Bill Payment,5.0,Excellent,5
905,262,2023-02-07 16:00:00,3486.0,Investment,10.0,Excellent,8
906,921,2023-02-07 17:00:00,2715.0,Investment,1.0,Good Service,5
907,159,2023-02-07 18:00:00,4376.0,Investment,1.0,Good Service,3
908,265,2023-02-07 19:00:00,1167.0,Purchase,2.0,Needs Improvement,6
909,468,2023-02-07 20:00:00,4276.0,Investment,8.0,Good Service,9
910,202,2023-02-07 21:00:00,37.0,Investment,2.0,Good Service,3
911,933,2023-02-07 22:00:00,4241.0,Investment,7.0,Unsatisfactory,7
912,155,2023-02-07 23:00:00,2982.0,Investment,3.0,Needs Improvement,1
913,13,2023-02-08 00:00:00,3034.0,Loan Payment,7.0,Very Satisfied,5
914,297,2023-02-08 01:00:00,4993.0,Loan Payment,1.0,Good Service,4
915,896,2023-02-08 02:00:00,1274.0,Investment,5.0,Needs Improvement,2
916,834,2023-02-08 03:00:00,865.0,Investment,6.0,Unsatisfactory,3
917,498,2023-02-08 04:00:00,4035.0,Investment,8.0,Excellent,4
918,597,2023-02-08 05:00:00,1261.0,Bill Payment,3.0,Needs Improvement,6
919,993,2023-02-08 06:00:00,4614.0,Investment,1.0,Good Service,2
920,792,2023-02-08 07:00:00,3880.0,Investment,6.0,Very Satisfied,1
921,245,2023-02-08 08:00:00,1336.0,Loan Payment,5.0,Good Service,9
922,300,2023-02-08 09:00:00,1035.0,Loan Payment,7.0,Unsatisfactory,5
923,362,2023-02-08 10:00:00,371.0,Loan Payment,5.0,Excellent,3
924,354,2023-02-08 11:00:00,1228.0,Purchase,9.0,Unsatisfactory,8
925,828,2023-02-08 12:00:00,615.0,Bill Payment,4.0,Unsatisfactory,6
926,521,2023-02-08 13:00:00,1680.0,Investment,7.0,Good Service,10
927,386,2023-02-08 14:00:00,4821.0,Loan Payment,4.0,Unsatisfactory,10
928,759,2023-02-08 15:00:00,2307.0,Purchase,10.0,Very Satisfied,9
929,312,2023-02-08 16:00:00,2204.0,Investment,5.0,Needs Improvement,3
930,414,2023-02-08 17:00:00,4453.0,Investment,3.0,Good Service,1
931,278,2023-02-08 18:00:00,1287.0,Loan Payment,7.0,Good Service,3
932,750,2023-02-08 19:00:00,408.0,Investment,8.0,Excellent,3
933,715,2023-02-08 20:00:00,2182.0,Investment,1.0,Needs Improvement,6
934,759,2023-02-08 21:00:00,2820.0,Investment,10.0,Very Satisfied,9
935,747,2023-02-08 22:00:00,2662.0,Loan Payment,8.0,Unsatisfactory,1
936,593,2023-02-08 23:00:00,2949.0,Purchase,4.0,Excellent,8
937,356,2023-02-09 00:00:00,831.0,Investment,9.0,Good Service,2
938,525,2023-02-09 01:00:00,954.0,Purchase,7.0,Excellent,1
939,839,2023-02-09 02:00:00,3488.0,Investment,5.0,Very Satisfied,5
940,16,2023-02-09 03:00:00,2789.0,Loan Payment,7.0,Excellent,2
941,993,2023-02-09 04:00:00,4439.0,Purchase,1.0,Good Service,2
942,45,2023-02-09 05:00:00,4460.0,Loan Payment,4.0,Needs Improvement,3
943,321,2023-02-09 06:00:00,1206.0,Bill Payment,3.0,Good Service,7
944,651,2023-02-09 07:00:00,1222.0,Investment,3.0,Very Satisfied,6
945,326,2023-02-09 08:00:00,833.0,Bill Payment,6.0,Unsatisfactory,1
946,148,2023-02-09 09:00:00,1906.0,Bill Payment,10.0,Unsatisfactory,1
947,355,2023-02-09 10:00:00,4273.0,Bill Payment,2.0,Very Satisfied,6
948,236,2023-02-09 11:00:00,2425.0,Investment,6.0,Unsatisfactory,6
949,703,2023-02-09 12:00:00,545.0,Loan Payment,6.0,Good Service,7
950,613,2023-02-09 13:00:00,3020.0,Bill Payment,1.0,Needs Improvement,10
951,105,2023-02-09 14:00:00,2637.0,Purchase,8.0,Good Service,4
952,474,2023-02-09 15:00:00,3787.0,Investment,8.0,Good Service,4
953,762,2023-02-09 16:00:00,959.0,Loan Payment,4.0,Very Satisfied,4
954,396,2023-02-09 17:00:00,3518.0,Loan Payment,10.0,Needs Improvement,2
955,446,2023-02-09 18:00:00,4312.0,Bill Payment,1.0,Very Satisfied,9
956,606,2023-02-09 19:00:00,553.0,Investment,7.0,Needs Improvement,3
957,220,2023-02-09 20:00:00,3910.0,Bill Payment,4.0,Unsatisfactory,8
958,987,2023-02-09 21:00:00,3763.0,Purchase,7.0,Unsatisfactory,8
959,810,2023-02-09 22:00:00,4234.0,Loan Payment,6.0,Needs Improvement,4
960,851,2023-02-09 23:00:00,2092.0,Loan Payment,6.0,Good Service,5
961,965,2023-02-10 00:00:00,2876.0,Investment,7.0,Very Satisfied,2
962,442,2023-02-10 01:00:00,2256.0,Loan Payment,7.0,Unsatisfactory,7
963,645,2023-02-10 02:00:00,1846.0,Investment,3.0,Needs Improvement,6
964,873,2023-02-10 03:00:00,86.0,Bill Payment,7.0,Unsatisfactory,1
965,667,2023-02-10 04:00:00,378.0,Purchase,4.0,Excellent,5
966,28,2023-02-10 05:00:00,4631.0,Investment,6.0,Good Service,2
967,794,2023-02-10 06:00:00,358.0,Bill Payment,4.0,Excellent,6
968,475,2023-02-10 07:00:00,4611.0,Purchase,6.0,Very Satisfied,5
969,628,2023-02-10 08:00:00,4748.0,Loan Payment,8.0,Needs Improvement,7
970,305,2023-02-10 09:00:00,4343.0,Purchase,8.0,Excellent,3
971,746,2023-02-10 10:00:00,1465.0,Purchase,4.0,Very Satisfied,9
972,405,2023-02-10 11:00:00,2195.0,Purchase,8.0,Needs Improvement,8
973,513,2023-02-10 12:00:00,3821.0,Loan Payment,4.0,Good Service,9
974,502,2023-02-10 13:00:00,3282.0,Investment,3.0,Good Service,6
975,348,2023-02-10 14:00:00,3692.0,Investment,6.0,Unsatisfactory,8
976,240,2023-02-10 15:00:00,1856.0,Purchase,3.0,Needs Improvement,6
977,570,2023-02-10 16:00:00,2460.0,Bill Payment,9.0,Good Service,3
978,847,2023-02-10 17:00:00,2995.0,Bill Payment,1.0,Excellent,1
979,695,2023-02-10 18:00:00,4460.0,Purchase,8.0,Needs Improvement,5
980,337,2023-02-10 19:00:00,2635.0,Purchase,4.0,Good Service,2
981,26,2023-02-10 20:00:00,2904.0,Bill Payment,7.0,Good Service,10
982,980,2023-02-10 21:00:00,568.0,Purchase,1.0,Good Service,1
983,409,2023-02-10 22:00:00,2906.0,Purchase,4.0,Good Service,7
984,77,2023-02-10 23:00:00,1927.0,Investment,9.0,Good Service,5
985,929,2023-02-11 00:00:00,1264.0,Investment,6.0,Very Satisfied,7
986,217,2023-02-11 01:00:00,1691.0,Purchase,2.0,Excellent,7
987,328,2023-02-11 02:00:00,1824.0,Purchase,7.0,Excellent,2
988,837,2023-02-11 03:00:00,672.0,Loan Payment,6.0,Very Satisfied,7
989,774,2023-02-11 04:00:00,4126.0,Investment,7.0,Good Service,10
990,23,2023-02-11 05:00:00,3335.0,Purchase,8.0,Good Service,6
991,756,2023-02-11 06:00:00,1251.0,Loan Payment,2.0,Needs Improvement,8
992,670,2023-02-11 07:00:00,3153.0,Loan Payment,5.0,Very Satisfied,8
993,718,2023-02-11 08:00:00,3047.0,Loan Payment,7.0,Needs Improvement,4
994,310,2023-02-11 09:00:00,171.0,Loan Payment,2.0,Unsatisfactory,6
995,599,2023-02-11 10:00:00,4235.0,Investment,5.0,Unsatisfactory,7
996,267,2023-02-11 11:00:00,1960.0,Loan Payment,1.0,Good Service,4
997,415,2023-02-11 12:00:00,4330.0,Investment,5.0,Excellent,5
998,646,2023-02-11 13:00:00,1791.0,Loan Payment,7.0,Good Service,3
999,267,2023-02-11 14:00:00,4685.0,Loan Payment,1.0,Good Service,4
1000,333,2023-02-11 15:00:00,1487.0,Bill Payment,3.0,Needs Improvement,9
1001,780,2023-02-11 16:00:00,3040.0,Investment,4.0,Very Satisfied,7
1002,450,2023-02-11 17:00:00,3996.0,Bill Payment,7.0,Very Satisfied,10
1003,565,2023-02-11 18:00:00,116.0,Bill Payment,7.0,Unsatisfactory,10
1004,611,2023-02-11 19:00:00,2678.0,Loan Payment,8.0,Needs Improvement,10
1005,247,2023-02-11 20:00:00,4945.0,Investment,1.0,Very Satisfied,4
1006,36,2023-02-11 21:00:00,1174.0,Purchase,9.0,Very Satisfied,8
1007,401,2023-02-11 22:00:00,1167.0,Loan Payment,3.0,Good Service,1
1008,28,2023-02-11 23:00:00,2256.0,Investment,6.0,Good Service,2
1009,220,2023-02-12 00:00:00,676.0,Bill Payment,4.0,Unsatisfactory,8
1010,406,2023-02-12 01:00:00,2136.0,Investment,7.0,Excellent,5
1011,614,2023-02-12 02:00:00,2951.0,Loan Payment,10.0,Very Satisfied,10
1012,775,2023-02-12 03:00:00,521.0,Investment,10.0,Needs Improvement,10
1013,271,2023-02-12 04:00:00,259.0,Bill Payment,1.0,Excellent,3
1014,736,2023-02-12 05:00:00,898.0,Investment,8.0,Unsatisfactory,2
1015,651,2023-02-12 06:00:00,1033.0,Investment,3.0,Very Satisfied,6
1016,792,2023-02-12 07:00:00,4704.0,Bill Payment,6.0,Very Satisfied,1
1017,511,2023-02-12 08:00:00,4858.0,Loan Payment,10.0,Needs Improvement,3
1018,963,2023-02-12 09:00:00,609.0,Purchase,7.0,Excellent,8
1019,286,2023-02-12 10:00:00,3032.0,Bill Payment,7.0,Excellent,4
1020,454,2023-02-12 11:00:00,2540.0,Bill Payment,9.0,Unsatisfactory,2
1021,762,2023-02-12 12:00:00,2893.0,Loan Payment,4.0,Very Satisfied,4
1022,834,2023-02-12 13:00:00,2074.0,Loan Payment,6.0,Unsatisfactory,3
1023,317,2023-02-12 14:00:00,1768.0,Investment,5.0,Good Service,4
1024,590,2023-02-12 15:00:00,3579.0,Bill Payment,6.0,Excellent,10
1025,297,2023-02-12 16:00:00,1252.0,Investment,1.0,Good Service,4
1026,338,2023-02-12 17:00:00,4339.0,Investment,6.0,Unsatisfactory,1
1027,307,2023-02-12 18:00:00,2305.0,Loan Payment,10.0,Very Satisfied,1
1028,428,2023-02-12 19:00:00,1935.0,Loan Payment,4.0,Unsatisfactory,4
1029,351,2023-02-12 20:00:00,2072.0,Investment,9.0,Very Satisfied,8
1030,511,2023-02-12 21:00:00,3405.0,Bill Payment,10.0,Needs Improvement,3
1031,525,2023-02-12 22:00:00,450.0,Bill Payment,7.0,Excellent,1
1032,858,2023-02-12 23:00:00,2753.0,Investment,10.0,Very Satisfied,10
1033,492,2023-02-13 00:00:00,16.0,Purchase,7.0,Needs Improvement,5
1034,908,2023-02-13 01:00:00,1596.0,Purchase,4.0,Very Satisfied,1
1035,594,2023-02-13 02:00:00,835.0,Loan Payment,5.0,Needs Improvement,5
1036,9,2023-02-13 03:00:00,3834.0,Bill Payment,10.0,Good Service,9
1037,497,2023-02-13 04:00:00,1278.0,Investment,1.0,Needs Improvement,5
1038,725,2023-02-13 05:00:00,3446.0,Investment,10.0,Unsatisfactory,5
1039,560,2023-02-13 06:00:00,3448.0,Bill Payment,4.0,Good Service,8
1040,561,2023-02-13 07:00:00,1320.0,Loan Payment,7.0,Needs Improvement,7
1041,821,2023-02-13 08:00:00,4043.0,Loan Payment,7.0,Excellent,8
1042,440,2023-02-13 09:00:00,1637.0,Purchase,7.0,Good Service,6
1043,552,2023-02-13 10:00:00,1046.0,Bill Payment,1.0,Excellent,8
1044,875,2023-02-13 11:00:00,487.0,Bill Payment,3.0,Good Service,4
1045,792,2023-02-13 12:00:00,2688.0,Investment,6.0,Very Satisfied,1
1046,738,2023-02-13 13:00:00,724.0,Bill Payment,2.0,Good Service,10
1047,968,2023-02-13 14:00:00,1686.0,Purchase,10.0,Needs Improvement,4
1048,108,2023-02-13 15:00:00,2172.0,Bill Payment,2.0,Unsatisfactory,3
1049,245,2023-02-13 16:00:00,518.0,Investment,5.0,Good Service,9
1050,255,2023-02-13 17:00:00,391.0,Purchase,8.0,Good Service,9
1051,33,2023-02-13 18:00:00,1190.0,Investment,2.0,Unsatisfactory,10
1052,23,2023-02-13 19:00:00,1855.0,Bill Payment,8.0,Good Service,6
1053,845,2023-02-13 20:00:00,4380.0,Loan Payment,4.0,Needs Improvement,8
1054,566,2023-02-13 21:00:00,1728.0,Bill Payment,10.0,Unsatisfactory,1
1055,821,2023-02-13 22:00:00,1110.0,Bill Payment,7.0,Excellent,8
1056,49,2023-02-13 23:00:00,1870.0,Investment,10.0,Very Satisfied,1
1057,462,2023-02-14 00:00:00,2101.0,Loan Payment,8.0,Good Service,3
1058,590,2023-02-14 01:00:00,727.0,Bill Payment,6.0,Excellent,10
1059,336,2023-02-14 02:00:00,327.0,Purchase,5.0,Good Service,6
1060,945,2023-02-14 03:00:00,4639.0,Purchase,6.0,Very Satisfied,2
1061,358,2023-02-14 04:00:00,1786.0,Investment,10.0,Needs Improvement,9
1062,122,2023-02-14 05:00:00,2294.0,Investment,5.0,Good Service,5
1063,444,2023-02-14 06:00:00,1254.0,Loan Payment,10.0,Unsatisfactory,4
1064,359,2023-02-14 07:00:00,1343.0,Investment,6.0,Unsatisfactory,3
1065,602,2023-02-14 08:00:00,2460.0,Loan Payment,3.0,Very Satisfied,8
1066,346,2023-02-14 09:00:00,1210.0,Bill Payment,8.0,Unsatisfactory,6
1067,193,2023-02-14 10:00:00,1804.0,Purchase,1.0,Needs Improvement,4
1068,416,2023-02-14 11:00:00,2711.0,Purchase,3.0,Good Service,5
1069,377,2023-02-14 12:00:00,1464.0,Purchase,4.0,Very Satisfied,9
1070,463,2023-02-14 13:00:00,1943.0,Investment,5.0,Unsatisfactory,7
1071,756,2023-02-14 14:00:00,756.0,Investment,2.0,Needs Improvement,8
1072,661,2023-02-14 15:00:00,850.0,Bill Payment,10.0,Unsatisfactory,4
1073,146,2023-02-14 16:00:00,2505.0,Investment,4.0,Unsatisfactory,8
1074,478,2023-02-14 17:00:00,1098.0,Loan Payment,3.0,Needs Improvement,8
1075,828,2023-02-14 18:00:00,802.0,Purchase,4.0,Unsatisfactory,6
1076,890,2023-02-14 19:00:00,1277.0,Bill Payment,3.0,Unsatisfactory,5
1077,653,2023-02-14 20:00:00,1560.0,Loan Payment,7.0,Needs Improvement,7
1078,408,2023-02-14 21:00:00,2700.0,Loan Payment,9.0,Unsatisfactory,10
1079,286,2023-02-14 22:00:00,302.0,Investment,7.0,Excellent,4
1080,898,2023-02-14 23:00:00,4032.0,Investment,6.0,Very Satisfied,5
1081,851,2023-02-15 00:00:00,1414.0,Purchase,6.0,Good Service,5
1082,111,2023-02-15 01:00:00,1658.0,Bill Payment,6.0,Good Service,5
1083,620,2023-02-15 02:00:00,2826.0,Loan Payment,10.0,Good Service,8
1084,879,2023-02-15 03:00:00,3920.0,Investment,4.0,Unsatisfactory,2
1085,793,2023-02-15 04:00:00,2928.0,Investment,4.0,Needs Improvement,2
1086,50,2023-02-15 05:00:00,1407.0,Bill Payment,6.0,Unsatisfactory,4
1087,14,2023-02-15 06:00:00,1703.0,Bill Payment,10.0,Very Satisfied,5
1088,134,2023-02-15 07:00:00,1047.0,Investment,4.0,Unsatisfactory,9
1089,588,2023-02-15 08:00:00,3862.0,Investment,2.0,Good Service,7
1090,596,2023-02-15 09:00:00,1572.0,Purchase,2.0,Good Service,2
1091,343,2023-02-15 10:00:00,1122.0,Bill Payment,7.0,Very Satisfied,1
1092,670,2023-02-15 11:00:00,1301.0,Loan Payment,5.0,Very Satisfied,8
1093,286,2023-02-15 12:00:00,1171.0,Investment,7.0,Excellent,4
1094,934,2023-02-15 13:00:00,1039.0,Investment,4.0,Unsatisfactory,1
1095,314,2023-02-15 14:00:00,4347.0,Investment,6.0,Very Satisfied,4
1096,606,2023-02-15 15:00:00,4267.0,Investment,7.0,Needs Improvement,3
1097,297,2023-02-15 16:00:00,2749.0,Purchase,1.0,Good Service,4
1098,606,2023-02-15 17:00:00,988.0,Bill Payment,7.0,Needs Improvement,3
1099,569,2023-02-15 18:00:00,527.0,Investment,1.0,Unsatisfactory,6
1100,164,2023-02-15 19:00:00,792.0,Bill Payment,5.0,Excellent,3
1101,832,2023-02-15 20:00:00,2841.0,Loan Payment,5.0,Unsatisfactory,6
1102,497,2023-02-15 21:00:00,4190.0,Loan Payment,1.0,Needs Improvement,5
1103,610,2023-02-15 22:00:00,147.0,Loan Payment,3.0,Unsatisfactory,7
1104,16,2023-02-15 23:00:00,763.0,Loan Payment,7.0,Excellent,2
1105,344,2023-02-16 00:00:00,2963.0,Bill Payment,3.0,Needs Improvement,2
1106,78,2023-02-16 01:00:00,4818.0,Loan Payment,6.0,Excellent,4
1107,346,2023-02-16 02:00:00,2465.0,Loan Payment,8.0,Unsatisfactory,6
1108,72,2023-02-16 03:00:00,2844.0,Investment,3.0,Unsatisfactory,4
1109,270,2023-02-16 04:00:00,589.0,Investment,7.0,Needs Improvement,3
1110,287,2023-02-16 05:00:00,3265.0,Investment,8.0,Excellent,10
1111,66,2023-02-16 06:00:00,2460.0,Purchase,6.0,Good Service,5
1112,880,2023-02-16 07:00:00,4659.0,Investment,8.0,Good Service,4
1113,68,2023-02-16 08:00:00,405.0,Loan Payment,4.0,Excellent,1
1114,193,2023-02-16 09:00:00,2460.0,Bill Payment,1.0,Needs Improvement,4
1115,55,2023-02-16 10:00:00,4915.0,Loan Payment,1.0,Needs Improvement,9
1116,980,2023-02-16 11:00:00,2599.0,Bill Payment,1.0,Good Service,1
1117,379,2023-02-16 12:00:00,3044.0,Loan Payment,3.0,Very Satisfied,7
1118,974,2023-02-16 13:00:00,179.0,Purchase,5.0,Very Satisfied,2
1119,168,2023-02-16 14:00:00,2347.0,Investment,1.0,Unsatisfactory,6
1120,409,2023-02-16 15:00:00,3249.0,Loan Payment,4.0,Good Service,7
1121,508,2023-02-16 16:00:00,3425.0,Investment,2.0,Needs Improvement,7
1122,537,2023-02-16 17:00:00,3578.0,Purchase,1.0,Very Satisfied,3
1123,643,2023-02-16 18:00:00,3226.0,Purchase,9.0,Needs Improvement,9
1124,837,2023-02-16 19:00:00,3494.0,Investment,6.0,Very Satisfied,7
1125,102,2023-02-16 20:00:00,4845.0,Investment,5.0,Unsatisfactory,4
1126,886,2023-02-16 21:00:00,1851.0,Bill Payment,6.0,Good Service,10
1127,794,2023-02-16 22:00:00,3770.0,Investment,4.0,Excellent,6
1128,808,2023-02-16 23:00:00,4562.0,Investment,8.0,Needs Improvement,4
1129,806,2023-02-17 00:00:00,3036.0,Bill Payment,8.0,Good Service,3
1130,422,2023-02-17 01:00:00,3975.0,Loan Payment,8.0,Excellent,7
1131,964,2023-02-17 02:00:00,1611.0,Bill Payment,6.0,Very Satisfied,4
1132,775,2023-02-17 03:00:00,1156.0,Loan Payment,10.0,Needs Improvement,10
1133,478,2023-02-17 04:00:00,4336.0,Loan Payment,3.0,Needs Improvement,8
1134,926,2023-02-17 05:00:00,2694.0,Loan Payment,6.0,Unsatisfactory,5
1135,120,2023-02-17 06:00:00,121.0,Bill Payment,4.0,Good Service,2
1136,915,2023-02-17 07:00:00,602.0,Bill Payment,5.0,Excellent,1
1137,743,2023-02-17 08:00:00,2449.0,Purchase,5.0,Unsatisfactory,8
1138,291,2023-02-17 09:00:00,1248.0,Loan Payment,4.0,Good Service,9
1139,488,2023-02-17 10:00:00,2804.0,Bill Payment,9.0,Good Service,9
1140,161,2023-02-17 11:00:00,2424.0,Purchase,5.0,Good Service,2
1141,673,2023-02-17 12:00:00,2139.0,Loan Payment,2.0,Very Satisfied,10
1142,78,2023-02-17 13:00:00,2863.0,Bill Payment,6.0,Excellent,4
1143,38,2023-02-17 14:00:00,2879.0,Bill Payment,6.0,Good Service,2
1144,394,2023-02-17 15:00:00,3608.0,Bill Payment,10.0,Unsatisfactory,2
1145,441,2023-02-17 16:00:00,3813.0,Investment,5.0,Good Service,3
1146,540,2023-02-17 17:00:00,1536.0,Purchase,2.0,Good Service,8
1147,462,2023-02-17 18:00:00,1979.0,Bill Payment,8.0,Good Service,3
1148,612,2023-02-17 19:00:00,961.0,Investment,9.0,Excellent,3
1149,294,2023-02-17 20:00:00,1512.0,Purchase,9.0,Very Satisfied,2
1150,400,2023-02-17 21:00:00,4477.0,Purchase,9.0,Good Service,5
1151,636,2023-02-17 22:00:00,2460.0,Investment,10.0,Unsatisfactory,9
1152,917,2023-02-17 23:00:00,2460.0,Purchase,6.0,Needs Improvement,7
1153,92,2023-02-18 00:00:00,3996.0,Investment,7.0,Needs Improvement,6
1154,767,2023-02-18 01:00:00,2364.0,Loan Payment,6.0,Needs Improvement,8
1155,609,2023-02-18 02:00:00,235.0,Bill Payment,10.0,Good Service,1
1156,6,2023-02-18 03:00:00,3021.0,Investment,3.0,Needs Improvement,1
1157,681,2023-02-18 04:00:00,4136.0,Purchase,4.0,Good Service,4
1158,895,2023-02-18 05:00:00,623.0,Purchase,10.0,Unsatisfactory,2
1159,271,2023-02-18 06:00:00,108.0,Loan Payment,1.0,Excellent,3
1160,620,2023-02-18 07:00:00,820.0,Loan Payment,10.0,Good Service,8
1161,899,2023-02-18 08:00:00,3347.0,Loan Payment,9.0,Needs Improvement,5
1162,811,2023-02-18 09:00:00,2709.0,Loan Payment,6.0,Good Service,8
1163,559,2023-02-18 10:00:00,4919.0,Loan Payment,6.0,Unsatisfactory,5
1164,99,2023-02-18 11:00:00,1029.0,Bill Payment,5.0,Good Service,1
1165,526,2023-02-18 12:00:00,3035.0,Investment,5.0,Good Service,5
1166,194,2023-02-18 13:00:00,3538.0,Loan Payment,3.0,Good Service,7
1167,157,2023-02-18 14:00:00,3896.0,Loan Payment,7.0,Unsatisfactory,2
1168,900,2023-02-18 15:00:00,2989.0,Bill Payment,6.0,Needs Improvement,4
1169,666,2023-02-18 16:00:00,3350.0,Investment,2.0,Good Service,4
1170,115,2023-02-18 17:00:00,806.0,Loan Payment,7.0,Good Service,7
1171,396,2023-02-18 18:00:00,2460.0,Investment,10.0,Needs Improvement,2
1172,770,2023-02-18 19:00:00,3076.0,Investment,4.0,Needs Improvement,9
1173,657,2023-02-18 20:00:00,3030.0,Bill Payment,1.0,Very Satisfied,3
1174,803,2023-02-18 21:00:00,2690.0,Bill Payment,3.0,Good Service,1
1175,522,2023-02-18 22:00:00,4451.0,Loan Payment,2.0,Excellent,8
1176,880,2023-02-18 23:00:00,4829.0,Purchase,8.0,Good Service,4
1177,214,2023-02-19 00:00:00,2958.0,Bill Payment,8.0,Needs Improvement,1
1178,745,2023-02-19 01:00:00,3741.0,Investment,10.0,Unsatisfactory,2
1179,683,2023-02-19 02:00:00,1111.0,Investment,2.0,Good Service,4
1180,533,2023-02-19 03:00:00,1047.0,Loan Payment,9.0,Very Satisfied,1
1181,15,2023-02-19 04:00:00,4241.0,Loan Payment,1.0,Needs Improvement,10
1182,419,2023-02-19 05:00:00,801.0,Loan Payment,3.0,Unsatisfactory,6
1183,368,2023-02-19 06:00:00,4184.0,Investment,2.0,Good Service,2
1184,638,2023-02-19 07:00:00,1788.0,Bill Payment,3.0,Unsatisfactory,4
