Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Transaction_Count,Avg_Satisfaction_Score,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Pct_Bill Payment,Pct_Investment,Pct_Loan Payment,Pct_Purchase,Pct_Business_Hours,Pct_Weekend_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Tenure_Days,Days_Since_Last_Transaction,High_Risk_Transaction_Count,Engagement_Breadth,Avg_Feedback_Sentiment,Std_Feedback_Sentiment
126,4171.0,4171.0,4171.0,4171.0,0.0,1,8.0,0.0,8.0,8.0,3.0,3,3,1,0,0,0,100.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0,2,0,1,3.0,0.0
127,7813.0,2604.33,3817.0,1558.0,1138.65,3,2.0,0.0,2.0,2.0,6.0,6,6,0,0,2,1,0.0,0.0,66.67,1.44,0.33,0.33,12.33,10.5,115,8,0,2,2.0,0.0
128,12388.0,3097.0,4048.0,1909.0,960.55,4,5.0,0.0,5.0,5.0,2.0,2,2,0,3,1,0,0.0,75.0,1.27,0.0,0.0,0.0,16.5,9.71,158,38,3,2,2.0,0.0
129,17920.0,3584.0,4766.0,2334.0,937.07,5,4.0,0.0,4.0,4.0,10.0,10,10,0,3,2,0,0.0,60.0,3.08,0.0,0.4,0.6,8.4,6.5,115,7,3,2,3.0,0.0
130,13153.0,4384.33,4952.0,3424.0,836.26,3,1.0,0.0,1.0,1.0,7.0,7,7,1,1,1,0,33.33,2.75,2.56,0.0,0.33,0.33,13.33,8.74,177,26,1,3,1.0,0.0
131,15541.0,3108.2,4361.0,2038.0,1086.11,5,8.0,0.0,8.0,8.0,7.0,7,7,0,1,2,2,0.0,20.0,8.0,6.06,0.4,0.2,12.6,6.73,159,14,1,3,2.0,0.0
132,8478.0,1695.6,3883.0,170.0,1906.51,5,10.0,0.0,10.0,10.0,3.0,3,3,0,2,1,2,0.0,40.0,2.22,4.24,0.4,0.0,17.4,2.7,120,70,2,3,3.0,0.0
133,6624.0,1656.0,3607.0,21.0,1671.37,4,3.0,0.0,3.0,3.0,1.0,1,1,3,0,0,1,75.0,0.0,0.0,1.27,0.5,0.5,15.75,5.12,78,12,0,2,5.0,0.0
134,8267.0,2066.75,3138.0,1047.0,1049.1,4,4.0,0.0,4.0,4.0,9.0,9,9,0,4,0,0,0.0,100.0,0.0,0.0,0.0,0.75,10.25,8.02,137,26,4,1,1.0,0.0
135,9408.0,2352.0,4643.0,940.0,1643.98,4,4.0,0.0,4.0,4.0,5.0,5,5,1,1,2,0,25.0,3.45,6.16,0.0,0.0,0.0,16.75,6.95,161,15,1,3,5.0,0.0
136,22198.0,3699.67,4632.0,2132.0,1063.86,6,5.0,0.0,5.0,5.0,2.0,2,2,1,3,1,1,16.67,13.23,2.79,2.58,0.33,0.17,12.5,6.75,177,2,3,4,2.0,0.0
137,3520.0,3520.0,3520.0,3520.0,0.0,1,3.0,0.0,3.0,3.0,8.0,8,8,1,0,0,0,100.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0,85,0,1,3.0,0.0
138,7340.0,2446.67,4780.0,283.0,2253.3,3,9.0,0.0,9.0,9.0,10.0,10,10,1,1,1,0,33.33,2.75,2.56,0.0,0.33,0.67,8.33,4.93,102,23,1,3,3.0,0.0
139,5581.0,2790.5,2803.0,2778.0,17.68,2,4.0,0.0,4.0,4.0,10.0,10,10,0,2,0,0,0.0,100.0,0.0,0.0,0.5,0.5,8.0,8.49,166,8,2,1,2.0,0.0
140,3528.0,3528.0,3528.0,3528.0,0.0,1,10.0,0.0,10.0,10.0,4.0,4,4,0,0,0,1,0.0,0.0,0.0,100.0,1.0,0.0,11.0,0.0,0,100,0,1,5.0,0.0
141,11646.0,2911.5,4081.0,819.0,1434.93,4,4.0,0.0,4.0,4.0,10.0,10,10,1,2,0,1,25.0,6.9,0.0,2.79,0.25,0.25,7.25,5.8,167,39,2,3,2.0,0.0
142,24363.0,3480.43,4592.0,1368.0,1391.39,7,6.0,0.0,6.0,6.0,7.0,7,7,2,1,2,2,28.57,2.81,5.21,4.59,0.14,0.14,10.14,6.04,122,84,1,4,1.0,0.0
143,9366.0,2341.5,3416.0,426.0,1414.71,4,8.0,0.0,8.0,8.0,5.0,5,5,0,1,2,1,0.0,25.0,6.9,2.79,0.0,0.5,13.0,11.05,123,5,1,3,3.0,0.0
144,10382.0,3460.67,4392.0,1692.0,1532.43,3,7.0,0.0,7.0,7.0,3.0,3,3,1,0,1,1,33.33,0.0,2.75,2.56,0.33,0.67,6.33,2.52,51,87,0,3,3.0,0.0
145,12295.0,1756.43,2679.0,689.0,685.31,7,4.0,0.0,4.0,4.0,10.0,10,10,2,2,3,0,28.57,5.62,7.28,0.0,0.43,0.57,11.57,6.75,117,30,2,3,5.0,0.0
146,12493.0,2498.6,4593.0,1250.0,1257.82,5,4.0,0.0,4.0,4.0,8.0,8,8,2,2,0,1,40.0,4.44,0.0,2.02,0.6,0.0,13.2,5.4,66,109,2,3,1.0,0.0
147,5190.0,1297.5,1955.0,266.0,725.39,4,5.0,0.0,5.0,5.0,2.0,2,2,1,2,0,1,25.0,6.9,0.0,2.79,0.75,0.25,13.25,5.68,85,107,2,3,5.0,0.0
148,18354.0,2294.25,3178.0,1079.0,815.52,8,10.0,0.0,10.0,10.0,1.0,1,1,1,2,3,2,12.5,9.76,9.91,4.98,0.25,0.12,9.25,6.14,144,38,2,4,1.0,0.0
149,34396.0,2866.33,4777.0,342.0,1636.53,12,5.0,0.0,5.0,5.0,5.0,5,5,3,2,2,5,25.0,5.41,4.72,10.61,0.17,0.33,12.33,8.32,183,20,2,4,3.0,0.0
150,14793.0,3698.25,4958.0,2089.0,1280.6,4,1.0,0.0,1.0,1.0,4.0,4,4,0,2,1,1,0.0,50.0,1.85,1.79,0.25,0.25,8.25,3.4,132,18,2,3,2.0,0.0
151,12631.0,3157.75,4474.0,1935.0,1137.51,4,8.0,0.0,8.0,8.0,10.0,10,10,0,2,1,1,0.0,50.0,1.85,1.79,0.0,0.25,12.25,7.41,127,69,2,3,5.0,0.0
152,22796.0,3256.57,4902.0,1697.0,1251.67,7,10.0,0.0,10.0,10.0,7.0,7,7,1,3,3,0,14.29,14.09,8.48,0.0,0.43,0.0,10.29,5.99,204,3,3,3,2.0,0.0
153,14655.0,2931.0,4328.0,2036.0,958.5,5,5.0,0.0,5.0,5.0,9.0,9,9,1,1,2,1,20.0,4.0,6.9,2.79,0.4,0.2,14.6,8.62,120,36,1,4,3.0,0.0
154,15514.0,2585.67,4593.0,527.0,1538.47,6,3.0,0.0,3.0,3.0,6.0,6,6,2,1,3,0,33.33,2.54,7.17,0.0,0.33,0.17,12.5,8.17,130,27,1,3,3.0,0.0
155,16752.0,2792.0,4963.0,266.0,1848.94,6,3.0,0.0,3.0,3.0,1.0,1,1,2,1,3,0,33.33,2.54,7.17,0.0,0.0,0.33,21.0,2.1,150,25,1,3,2.0,0.0
156,22256.0,2782.0,4319.0,606.0,1239.38,8,4.0,0.0,4.0,4.0,8.0,8,8,2,2,1,3,25.0,6.06,2.56,7.21,0.38,0.25,9.62,7.15,136,16,2,4,4.0,0.0
157,8350.0,2087.5,3896.0,958.0,1379.94,4,7.0,0.0,7.0,7.0,2.0,2,2,0,1,1,2,0.0,25.0,3.45,6.16,0.5,0.75,8.0,4.97,104,69,1,3,1.0,0.0
158,12497.0,2499.4,4828.0,304.0,2133.42,5,5.0,0.0,5.0,5.0,4.0,4,4,1,0,3,1,20.0,0.0,12.0,2.7,0.6,0.4,10.0,6.44,197,4,0,3,4.0,0.0
159,8296.0,2765.33,4376.0,374.0,2112.13,3,1.0,0.0,1.0,1.0,3.0,3,3,0,2,0,1,0.0,66.67,0.0,1.44,0.33,0.0,9.67,8.02,165,25,2,2,3.0,0.0
160,6309.0,2103.0,4580.0,125.0,2269.03,3,5.0,0.0,5.0,5.0,6.0,6,6,2,0,0,1,66.67,0.0,0.0,1.44,0.0,0.33,3.0,1.73,110,15,0,2,1.0,0.0
161,28531.0,2377.58,4756.0,451.0,1406.39,12,5.0,0.0,5.0,5.0,2.0,2,2,1,2,6,3,8.33,9.84,19.89,5.99,0.42,0.25,12.83,8.68,177,20,2,4,3.0,0.0
162,12887.0,1841.0,4328.0,417.0,1369.99,7,6.0,0.0,6.0,6.0,5.0,5,5,0,2,2,3,0.0,28.57,5.62,7.28,0.29,0.0,13.14,6.74,143,50,2,3,1.0,0.0
163,737.0,737.0,737.0,737.0,0.0,1,7.0,0.0,7.0,7.0,9.0,9,9,1,0,0,0,100.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0,62,0,1,3.0,0.0
164,12567.0,3141.75,4270.0,792.0,1619.09,4,5.0,0.0,5.0,5.0,3.0,3,3,1,0,1,2,25.0,0.0,3.45,6.16,0.25,0.0,10.0,7.07,185,14,0,3,5.0,0.0
165,13925.0,3481.25,4833.0,2182.0,1090.06,4,2.0,0.0,2.0,2.0,2.0,2,2,0,0,4,0,0.0,0.0,100.0,0.0,0.75,0.25,15.75,5.12,194,12,0,1,3.0,0.0
166,9306.0,2326.5,4244.0,1501.0,1286.09,4,2.0,0.0,2.0,2.0,2.0,2,2,1,1,1,1,25.0,3.45,3.08,2.81,0.5,0.0,7.5,7.23,140,67,1,4,4.0,0.0
167,10262.0,1710.33,2656.0,397.0,875.38,6,4.0,0.0,4.0,4.0,9.0,9,9,0,3,1,2,0.0,50.0,1.79,3.46,0.33,0.33,12.67,6.02,149,4,3,3,1.0,0.0
168,7771.0,1295.17,2455.0,644.0,859.61,6,1.0,0.0,1.0,1.0,6.0,6,6,1,2,3,0,16.67,8.82,9.53,0.0,0.5,0.67,8.67,6.41,135,27,2,3,1.0,0.0
169,21372.0,2374.67,4703.0,93.0,1590.94,9,7.0,0.0,7.0,7.0,2.0,2,2,1,1,5,2,11.11,4.97,19.94,4.44,0.22,0.44,9.0,7.33,137,37,1,4,3.0,0.0
170,1702.0,1702.0,1702.0,1702.0,0.0,1,1.0,0.0,1.0,1.0,3.0,3,3,0,0,0,1,0.0,0.0,0.0,100.0,1.0,0.0,13.0,0.0,0,106,0,1,5.0,0.0
171,3641.0,1820.5,2342.0,1299.0,737.51,2,3.0,0.0,3.0,3.0,1.0,1,1,1,0,0,1,50.0,0.0,0.0,1.92,0.5,1.0,15.5,3.54,20,27,0,2,2.0,0.0
172,17092.0,2441.71,4113.0,524.0,1173.85,7,10.0,0.0,10.0,10.0,2.0,2,2,4,0,1,2,57.14,0.0,1.56,3.04,0.43,0.43,8.57,5.59,152,53,0,3,5.0,0.0
173,10760.0,2690.0,4322.0,1691.0,1190.46,4,7.0,0.0,7.0,7.0,2.0,2,2,1,1,1,1,25.0,3.45,3.08,2.81,0.5,0.5,11.25,8.3,160,26,1,4,2.0,0.0
174,5613.0,1871.0,4464.0,324.0,2259.53,3,6.0,0.0,6.0,6.0,2.0,2,2,2,1,0,0,66.67,1.44,0.0,0.0,0.33,0.67,11.33,8.33,136,68,1,2,3.0,0.0
175,16274.0,2324.86,4202.0,153.0,1556.7,7,7.0,0.0,7.0,7.0,7.0,7,7,3,2,1,1,42.86,4.01,1.86,1.79,0.14,0.43,9.43,8.24,199,0,2,4,3.0,0.0
176,10166.0,2541.5,3298.0,1125.0,985.27,4,5.0,0.0,5.0,5.0,3.0,3,3,0,1,2,1,0.0,25.0,6.9,2.79,0.25,0.25,14.25,5.62,51,45,1,3,3.0,0.0
177,11113.0,1852.17,3184.0,249.0,1372.49,6,8.0,0.0,8.0,8.0,4.0,4,4,1,2,2,1,16.67,8.82,6.35,2.64,0.17,0.17,8.5,7.15,161,16,2,4,2.0,0.0
178,11780.0,1963.33,4181.0,13.0,1622.04,6,6.0,0.0,6.0,6.0,2.0,2,2,2,1,2,1,33.33,2.54,4.78,2.14,0.33,0.17,14.83,6.88,70,64,1,4,3.0,0.0
179,8134.0,2033.5,4759.0,303.0,1952.45,4,4.0,0.0,4.0,4.0,5.0,5,5,1,2,0,1,25.0,6.9,0.0,2.79,0.25,0.5,18.5,1.91,165,30,2,3,4.0,0.0
180,11064.0,2212.8,3623.0,152.0,1359.58,5,1.0,0.0,1.0,1.0,9.0,9,9,2,0,2,1,40.0,0.0,4.44,2.02,0.6,0.2,8.6,3.44,133,50,0,3,3.0,0.0
181,10698.0,2674.5,4667.0,649.0,2119.65,4,2.0,0.0,2.0,2.0,9.0,9,9,1,0,1,2,25.0,0.0,3.45,6.16,0.5,0.25,9.75,7.41,141,34,0,3,3.0,0.0
182,4709.0,2354.5,4428.0,281.0,2932.37,2,6.0,0.0,6.0,6.0,7.0,7,7,0,1,0,1,0.0,50.0,0.0,1.92,1.0,0.0,13.5,3.54,105,21,1,2,1.0,0.0
183,13940.0,2323.33,4882.0,729.0,1557.69,6,4.0,0.0,4.0,4.0,8.0,8,8,2,0,2,2,33.33,0.0,5.09,4.5,0.33,0.0,10.0,5.73,149,42,0,3,2.0,0.0
184,14820.0,2470.0,4760.0,164.0,1858.78,6,3.0,0.0,3.0,3.0,5.0,5,5,1,2,1,2,16.67,8.82,3.18,5.77,0.17,0.5,6.83,6.31,171,9,2,4,1.0,0.0
185,15906.0,2272.29,4774.0,117.0,1894.74,7,7.0,0.0,7.0,7.0,5.0,5,5,0,4,2,1,0.0,57.14,3.12,1.49,0.43,0.43,12.71,6.21,195,4,4,3,5.0,0.0
186,18257.0,2608.14,4671.0,927.0,1373.01,7,7.0,0.0,7.0,7.0,3.0,3,3,1,2,1,3,14.29,9.39,3.26,8.84,0.57,0.43,8.71,4.15,160,37,2,4,2.0,0.0
187,5919.0,1973.0,4024.0,751.0,1787.05,3,2.0,0.0,2.0,2.0,6.0,6,6,1,1,0,1,33.33,2.75,0.0,2.56,0.33,0.33,18.67,6.66,23,31,1,3,5.0,0.0
188,10912.0,2728.0,4954.0,1078.0,1850.43,4,8.0,0.0,8.0,8.0,1.0,1,1,2,0,0,2,50.0,0.0,0.0,3.7,0.0,0.25,4.0,2.94,97,19,0,2,3.0,0.0
189,19216.0,2135.11,3836.0,224.0,1281.58,9,1.0,0.0,1.0,1.0,3.0,3,3,3,1,2,3,33.33,2.36,4.48,6.1,0.33,0.33,9.56,7.2,141,50,1,4,4.0,0.0
190,5175.0,2587.5,3948.0,1227.0,1924.04,2,10.0,0.0,10.0,10.0,2.0,2,2,0,1,1,0,0.0,50.0,1.92,0.0,0.5,0.0,18.5,4.95,130,18,1,2,3.0,0.0
191,16531.0,2755.17,7315.0,116.0,2656.11,6,7.0,0.0,7.0,7.0,7.0,7,7,3,2,1,0,50.0,3.57,1.68,0.0,0.33,0.17,9.83,4.96,126,57,2,3,3.0,0.0
192,17200.0,2457.14,4254.0,89.0,1750.43,7,10.0,0.0,10.0,10.0,9.0,9,9,3,2,2,0,42.86,4.01,3.71,0.0,0.29,0.14,10.57,8.58,127,2,2,3,1.0,0.0
193,21112.0,3016.0,4947.0,1324.0,1282.44,7,1.0,0.0,1.0,1.0,4.0,4,4,3,2,0,2,42.86,4.01,0.0,3.71,0.57,0.43,10.0,6.78,88,76,2,3,2.0,0.0
194,21814.0,2726.75,4838.0,1041.0,1367.07,8,3.0,0.0,3.0,3.0,7.0,7,7,1,2,3,2,12.5,9.76,9.91,4.98,0.12,0.5,8.75,7.89,186,15,2,4,3.0,0.0
195,18041.0,3608.2,7315.0,880.0,2390.9,5,3.0,0.0,3.0,3.0,8.0,8,8,0,3,1,1,0.0,60.0,1.54,1.5,0.4,0.2,9.6,5.86,108,7,3,3,1.0,0.0
196,13945.0,2324.17,4850.0,455.0,1908.74,6,10.0,0.0,10.0,10.0,10.0,10,10,2,2,1,1,33.33,5.09,2.25,2.14,0.33,0.17,12.83,6.11,163,44,2,4,2.0,0.0
197,7851.0,2617.0,3887.0,1265.0,1312.92,3,2.0,0.0,2.0,2.0,2.0,2,2,0,0,2,1,0.0,0.0,66.67,1.44,0.33,0.67,15.67,4.04,40,20,0,2,4.0,0.0
198,17538.0,2923.0,4463.0,609.0,1492.11,6,10.0,0.0,10.0,10.0,7.0,7,7,0,1,3,2,0.0,16.67,13.23,5.57,0.33,0.0,15.0,8.15,147,30,1,3,2.0,0.0
199,10680.0,2670.0,4536.0,1250.0,1564.05,4,5.0,0.0,5.0,5.0,3.0,3,3,0,0,3,1,0.0,0.0,75.0,1.27,1.0,0.0,14.75,0.96,120,73,0,2,5.0,0.0
200,4422.0,2211.0,3447.0,975.0,1747.97,2,4.0,0.0,4.0,4.0,8.0,8,8,1,0,0,1,50.0,0.0,0.0,1.92,1.0,0.5,12.5,4.95,96,91,0,2,1.0,0.0
201,7618.0,1523.6,3940.0,296.0,1497.22,5,6.0,0.0,6.0,6.0,6.0,6,6,1,1,1,2,20.0,4.0,3.45,6.16,0.2,0.2,13.2,7.29,112,95,1,4,2.0,0.0
202,29806.0,2980.6,4424.0,37.0,1431.25,10,2.0,0.0,2.0,2.0,3.0,3,3,3,3,2,2,30.0,7.5,4.21,3.87,0.1,0.3,13.1,8.36,203,4,3,4,3.0,0.0
203,15901.0,2650.17,4644.0,781.0,1487.77,6,4.0,0.0,4.0,4.0,8.0,8,8,3,2,0,1,50.0,3.57,0.0,1.68,0.33,0.17,12.67,5.99,122,26,2,3,4.0,0.0
204,7810.0,1952.5,2723.0,1241.0,633.22,4,7.0,0.0,7.0,7.0,3.0,3,3,3,1,0,0,75.0,1.27,0.0,0.0,0.5,0.0,10.5,6.24,116,35,1,2,3.0,0.0
205,8272.0,2757.33,3715.0,1989.0,878.44,3,1.0,0.0,1.0,1.0,9.0,9,9,2,0,0,1,66.67,0.0,0.0,1.44,0.33,0.33,6.0,6.08,165,32,0,2,1.0,0.0
206,3450.0,1725.0,2095.0,1355.0,523.26,2,3.0,0.0,3.0,3.0,3.0,3,3,1,0,0,1,50.0,0.0,0.0,1.92,0.5,0.5,6.0,7.07,108,24,0,2,3.0,0.0
207,20991.0,3498.5,4729.0,1797.0,1164.94,6,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,3,16.67,4.41,3.69,9.75,0.0,0.5,20.17,1.83,76,27,1,4,3.0,0.0
208,8592.0,2148.0,4383.0,481.0,1638.35,4,2.0,0.0,2.0,2.0,2.0,2,2,2,1,0,1,50.0,1.85,0.0,1.79,0.25,0.0,12.5,9.0,118,65,1,3,5.0,0.0
209,3819.0,954.75,1760.0,552.0,549.22,4,9.0,0.0,9.0,9.0,4.0,4,4,1,1,0,2,25.0,3.45,0.0,6.16,0.5,0.25,12.25,6.7,67,6,1,3,1.0,0.0
210,11518.0,3839.33,4413.0,2746.0,947.24,3,10.0,0.0,10.0,10.0,2.0,2,2,0,0,2,1,0.0,0.0,66.67,1.44,1.0,0.0,11.0,2.65,98,22,0,2,2.0,0.0
211,10456.0,2614.0,4582.0,887.0,1653.45,4,5.0,0.0,5.0,5.0,4.0,4,4,0,2,1,1,0.0,50.0,1.85,1.79,0.25,0.25,9.25,9.74,46,63,2,3,4.0,0.0
212,4204.0,2102.0,3633.0,571.0,2165.16,2,4.0,0.0,4.0,4.0,4.0,4,4,0,1,0,1,0.0,50.0,0.0,1.92,0.5,0.0,9.5,3.54,32,81,1,2,4.0,0.0
213,4766.0,953.2,1380.0,105.0,514.79,5,4.0,0.0,4.0,4.0,4.0,4,4,0,1,0,4,0.0,20.0,0.0,16.0,0.4,0.2,9.8,10.06,129,30,1,2,4.0,0.0
214,11440.0,2288.0,3072.0,1669.0,683.08,5,8.0,0.0,8.0,8.0,1.0,1,1,2,1,1,1,40.0,2.22,2.12,2.03,0.6,0.4,9.6,7.13,87,90,1,4,2.0,0.0
215,13713.0,2285.5,4331.0,570.0,1569.52,6,3.0,0.0,3.0,3.0,9.0,9,9,1,2,0,3,16.67,8.82,0.0,9.53,0.5,0.33,9.83,8.23,200,6,2,3,4.0,0.0
216,15663.0,2610.5,4963.0,274.0,1707.39,6,4.0,0.0,4.0,4.0,10.0,10,10,0,2,1,3,0.0,33.33,2.54,7.17,0.33,0.17,12.5,6.44,102,30,2,3,1.0,0.0
217,19007.0,2375.88,3825.0,72.0,1172.02,8,2.0,0.0,2.0,2.0,7.0,7,7,2,1,4,1,25.0,3.03,11.1,2.12,0.38,0.25,9.75,6.5,174,33,1,4,5.0,0.0
218,10346.0,2586.5,4220.0,219.0,1892.96,4,6.0,0.0,6.0,6.0,2.0,2,2,2,2,0,0,50.0,3.7,0.0,0.0,0.0,0.5,4.75,2.5,100,3,2,2,3.0,0.0
219,10575.0,1762.5,4507.0,78.0,1706.53,6,9.0,0.0,9.0,9.0,3.0,3,3,3,1,2,0,50.0,1.79,3.46,0.0,0.17,0.5,12.67,8.62,185,3,1,3,3.0,0.0
220,17741.0,2534.43,4778.0,353.0,1936.74,7,4.0,0.0,4.0,4.0,8.0,8,8,3,2,1,1,42.86,4.01,1.86,1.79,0.29,0.29,9.57,7.55,118,70,2,4,1.0,0.0
221,7280.0,3640.0,4043.0,3237.0,569.93,2,6.0,0.0,6.0,6.0,7.0,7,7,0,1,0,1,0.0,50.0,0.0,1.92,0.0,0.5,0.5,0.71,75,63,1,2,5.0,0.0
222,23154.0,3859.0,4509.0,2119.0,934.44,6,4.0,0.0,4.0,4.0,4.0,4,4,0,1,2,3,0.0,16.67,8.82,9.53,0.5,0.5,11.5,7.09,173,34,1,3,1.0,0.0
223,10797.0,1799.5,3238.0,305.0,1026.43,6,2.0,0.0,2.0,2.0,4.0,4,4,2,1,1,2,33.33,2.54,2.39,4.52,0.17,0.5,7.67,7.47,126,19,1,4,4.0,0.0
224,9272.0,2318.0,4839.0,1088.0,1703.77,4,6.0,0.0,6.0,6.0,9.0,9,9,0,2,0,2,0.0,50.0,0.0,3.7,0.75,0.0,11.25,3.77,157,1,2,2,4.0,0.0
225,11296.0,2824.0,4634.0,1617.0,1298.44,4,7.0,0.0,7.0,7.0,5.0,5,5,0,1,1,2,0.0,25.0,3.45,6.16,0.25,0.0,15.25,8.81,167,17,1,3,1.0,0.0
226,7757.0,3878.5,4875.0,2882.0,1409.26,2,4.0,0.0,4.0,4.0,5.0,5,5,1,1,0,0,50.0,1.92,0.0,0.0,0.0,0.5,22.0,1.41,89,70,1,2,2.0,0.0
227,9941.0,1988.2,4101.0,404.0,1588.57,5,6.0,0.0,6.0,6.0,7.0,7,7,0,2,1,2,0.0,40.0,2.22,4.24,0.6,0.2,10.4,6.88,191,6,2,3,4.0,0.0
228,13969.0,2328.17,4922.0,1065.0,1566.57,6,8.0,0.0,8.0,8.0,1.0,1,1,3,2,1,0,50.0,3.57,1.68,0.0,0.33,0.0,8.0,7.32,138,67,2,3,2.0,0.0
229,5974.0,1991.33,2652.0,1056.0,832.7,3,3.0,0.0,3.0,3.0,3.0,3,3,0,2,1,0,0.0,66.67,1.44,0.0,0.0,0.33,4.67,3.21,40,34,2,2,1.0,0.0
230,11144.0,2228.8,3054.0,1516.0,662.32,5,2.0,0.0,2.0,2.0,2.0,2,2,1,3,0,1,20.0,12.0,0.0,2.7,0.2,0.4,13.8,5.76,104,76,3,3,3.0,0.0
231,7034.0,1406.8,2546.0,318.0,1028.56,5,5.0,0.0,5.0,5.0,10.0,10,10,0,2,3,0,0.0,40.0,6.67,0.0,0.8,0.6,13.8,3.56,165,28,2,2,1.0,0.0
232,15353.0,3838.25,4396.0,3348.0,445.96,4,2.0,0.0,2.0,2.0,6.0,6,6,0,0,3,1,0.0,0.0,75.0,1.27,0.0,0.0,8.75,7.23,169,7,0,2,4.0,0.0
233,10936.0,2187.2,3320.0,274.0,1214.39,5,10.0,0.0,10.0,10.0,6.0,6,6,1,0,0,4,20.0,0.0,0.0,16.0,0.4,0.8,11.0,6.96,117,55,0,2,1.0,0.0
234,13926.0,2321.0,4684.0,67.0,1914.88,6,5.0,0.0,5.0,5.0,10.0,10,10,2,3,1,0,33.33,7.63,2.13,0.0,0.5,0.17,8.17,5.34,186,20,3,3,2.0,0.0
235,7797.0,3898.5,4348.0,3449.0,635.69,2,10.0,0.0,10.0,10.0,1.0,1,1,1,0,0,1,50.0,0.0,0.0,1.92,0.0,0.0,11.0,9.9,33,80,0,2,3.0,0.0
236,14063.0,2343.83,4730.0,1071.0,1357.02,6,6.0,0.0,6.0,6.0,6.0,6,6,1,2,2,1,16.67,8.82,6.35,2.64,0.5,0.17,12.67,5.47,116,53,2,4,1.0,0.0
237,4888.0,4888.0,4888.0,4888.0,0.0,1,8.0,0.0,8.0,8.0,10.0,10,10,1,0,0,0,100.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0,74,0,1,1.0,0.0
238,3267.0,1633.5,2390.0,877.0,1069.85,2,6.0,0.0,6.0,6.0,2.0,2,2,1,0,0,1,50.0,0.0,0.0,1.92,0.5,0.0,15.0,5.66,14,42,0,2,5.0,0.0
239,8082.0,2020.5,3592.0,81.0,1449.03,4,4.0,0.0,4.0,4.0,4.0,4,4,0,0,1,3,0.0,0.0,25.0,10.34,0.25,0.25,13.75,6.13,128,46,0,2,3.0,0.0
240,13699.0,1957.0,4527.0,489.0,1447.76,7,3.0,0.0,3.0,3.0,6.0,6,6,2,4,0,1,28.57,11.25,0.0,2.14,0.57,0.14,9.86,4.71,168,28,4,3,2.0,0.0
241,18421.0,2302.62,4476.0,774.0,1196.52,8,2.0,0.0,2.0,2.0,3.0,3,3,0,5,2,1,0.0,62.5,2.84,1.36,0.5,0.25,10.12,6.08,177,4,5,3,2.0,0.0
242,15706.0,3926.5,4959.0,2004.0,1367.98,4,1.0,0.0,1.0,1.0,3.0,3,3,0,1,3,0,0.0,25.0,10.34,0.0,0.25,0.5,14.0,10.49,71,15,1,2,2.0,0.0
243,12097.0,2419.4,4916.0,17.0,1853.99,5,2.0,0.0,2.0,2.0,3.0,3,3,0,2,2,1,0.0,40.0,4.44,2.02,0.2,0.4,11.0,8.46,65,60,2,3,1.0,0.0
244,25356.0,2535.6,3817.0,491.0,1142.94,10,2.0,0.0,2.0,2.0,4.0,4,4,1,1,2,6,10.0,5.0,8.0,18.18,0.6,0.3,10.1,4.84,188,14,1,4,4.0,0.0
245,20364.0,2545.5,4595.0,518.0,1535.15,8,5.0,0.0,5.0,5.0,9.0,9,9,3,3,1,1,37.5,6.59,1.92,1.85,0.38,0.12,12.0,5.55,110,89,3,4,3.0,0.0
246,13095.0,1636.88,3958.0,203.0,1425.8,8,9.0,0.0,9.0,9.0,4.0,4,4,3,2,1,2,37.5,4.4,2.0,3.85,0.38,0.25,9.25,6.11,176,29,2,4,2.0,0.0
247,12176.0,2029.33,4945.0,463.0,1679.23,6,1.0,0.0,1.0,1.0,4.0,4,4,3,1,1,1,50.0,1.79,1.73,1.68,0.67,0.33,13.67,4.27,156,11,1,4,4.0,0.0
248,8430.0,2810.0,4909.0,1385.0,1856.17,3,4.0,0.0,4.0,4.0,4.0,4,4,1,0,1,1,33.33,0.0,2.75,2.56,0.0,0.0,15.33,11.55,78,58,0,3,5.0,0.0
249,16771.0,3354.2,4796.0,1366.0,1743.09,5,10.0,0.0,10.0,10.0,7.0,7,7,1,2,1,1,20.0,8.0,3.03,2.78,0.6,0.6,16.4,4.39,174,24,2,4,2.0,0.0
250,6732.0,2244.0,2715.0,1730.0,493.91,3,7.0,0.0,7.0,7.0,5.0,5,5,0,0,1,2,0.0,0.0,33.33,5.51,0.0,0.67,14.0,9.85,43,68,0,2,3.0,0.0
251,4497.0,1499.0,2144.0,545.0,843.1,3,10.0,0.0,10.0,10.0,2.0,2,2,0,1,1,1,0.0,33.33,2.75,2.56,0.0,0.0,5.33,2.08,98,74,1,3,1.0,0.0
