Customer_ID,Total_Spending,Avg_Transaction_Amount,Transaction_Count,Avg_Satisfaction,Avg_Likelihood_to_Recommend,Pct_Business_Hours,Pct_Weekend_Transactions,Cluster
438,9937.0,2484.25,4,9.0,8.0,0.25,0.25,1
439,14223.0,2370.5,6,2.0,2.0,0.33,0.5,2
440,9811.0,2452.75,4,7.0,6.0,0.25,0.25,1
441,12524.0,1789.14,7,5.0,3.0,0.57,0.43,0
442,12896.0,2579.2,5,7.0,7.0,0.4,0.0,3
443,9381.0,2345.25,4,1.0,2.0,0.25,0.25,1
444,18321.0,2035.67,9,10.0,4.0,0.44,0.11,0
445,13350.0,3337.5,4,9.0,10.0,0.5,0.5,2
446,20267.0,2895.29,7,1.0,9.0,0.43,0.43,0
447,7104.0,2368.0,3,5.0,6.0,1.0,0.33,3
448,4532.0,4532.0,1,8.0,4.0,0.0,0.0,3
449,15633.0,3126.6,5,1.0,2.0,0.4,0.2,3
450,25525.0,2836.11,9,7.0,10.0,0.33,0.22,0
451,1574.0,1574.0,1,2.0,9.0,0.0,0.0,1
452,5983.0,1495.75,4,7.0,4.0,0.25,0.25,1
453,5573.0,1393.25,4,7.0,9.0,0.5,0.5,1
454,12284.0,2456.8,5,9.0,2.0,0.4,0.6,2
455,6815.0,1703.75,4,6.0,7.0,0.5,0.25,1
456,16675.0,2382.14,7,4.0,5.0,0.43,0.29,0
457,6768.0,2256.0,3,7.0,8.0,0.0,0.0,1
458,9821.0,2455.25,4,7.0,8.0,0.25,0.25,1
459,17888.0,2981.33,6,4.0,4.0,0.67,0.17,3
460,10213.0,2553.25,4,2.0,4.0,0.5,0.5,2
461,10757.0,3585.67,3,9.0,8.0,0.33,0.33,3
462,9203.0,1533.83,6,8.0,3.0,0.17,0.17,1
463,19692.0,2461.5,8,5.0,7.0,0.12,0.38,0
464,11439.0,2287.8,5,5.0,8.0,0.6,0.2,3
465,19422.0,2774.57,7,1.0,8.0,0.57,0.29,0
466,18055.0,1805.5,10,9.0,10.0,0.2,0.0,0
467,12193.0,4064.33,3,10.0,4.0,0.67,0.33,3
468,18210.0,2276.25,8,8.0,9.0,0.12,0.12,0
469,6194.0,2064.67,3,6.0,10.0,0.33,0.0,1
470,7789.0,2596.33,3,10.0,4.0,0.33,0.0,3
471,14224.0,1778.0,8,6.0,8.0,0.25,0.12,0
472,5493.0,2746.5,2,10.0,6.0,0.5,0.0,3
473,17689.0,3537.8,5,10.0,5.0,0.2,0.0,0
474,15022.0,2146.0,7,8.0,4.0,0.29,0.43,0
475,22523.0,2502.56,9,6.0,5.0,0.22,0.22,0
476,17412.0,2902.0,6,10.0,1.0,0.33,0.17,0
477,8265.0,4132.5,2,4.0,7.0,0.5,0.0,3
478,11059.0,2211.8,5,3.0,8.0,0.4,0.2,3
479,5294.0,2647.0,2,7.0,9.0,1.0,0.5,3
480,8487.0,2121.75,4,2.0,3.0,0.25,0.5,2
481,5516.0,1838.67,3,7.0,9.0,0.0,0.33,1
482,5837.0,2918.5,2,1.0,10.0,0.5,0.5,2
483,22360.0,3194.29,7,10.0,5.0,0.14,0.29,0
484,21716.0,2171.6,10,5.0,10.0,0.5,0.2,0
485,3743.0,1871.5,2,9.0,6.0,0.5,0.0,1
486,5657.0,2828.5,2,1.0,1.0,0.5,0.5,2
487,5674.0,1891.33,3,8.0,9.0,0.33,0.33,1
488,11467.0,2866.75,4,9.0,9.0,0.5,0.0,3
489,14060.0,2812.0,5,9.0,6.0,0.6,0.6,2
490,11111.0,2222.2,5,8.0,8.0,0.4,0.0,3
491,9085.0,3028.33,3,4.0,4.0,0.67,0.0,3
492,7652.0,1913.0,4,7.0,5.0,0.5,0.25,1
493,8484.0,1414.0,6,1.0,5.0,0.5,0.5,2
494,21022.0,4204.4,5,7.0,7.0,0.4,0.0,3
495,8772.0,2193.0,4,6.0,7.0,0.25,0.5,2
496,5458.0,1364.5,4,5.0,7.0,0.25,0.0,1
497,14990.0,2998.0,5,1.0,5.0,0.4,0.2,3
498,18333.0,3055.5,6,8.0,4.0,0.33,0.17,0
499,12058.0,2411.6,5,10.0,8.0,0.6,0.4,3
500,24141.0,3448.71,7,1.0,1.0,0.43,0.29,0
501,14879.0,2975.8,5,1.0,1.0,0.0,0.2,0
502,4006.0,2003.0,2,3.0,6.0,0.5,0.0,1
503,8494.0,1698.8,5,8.0,2.0,0.2,0.4,1
504,4149.0,1037.25,4,8.0,3.0,0.25,0.0,1
505,4650.0,2325.0,2,7.0,4.0,0.0,0.5,1
506,25212.0,2521.2,10,5.0,2.0,0.4,0.6,0
507,9194.0,2298.5,4,8.0,10.0,0.5,0.25,3
508,11555.0,2311.0,5,2.0,7.0,0.2,0.0,1
509,22654.0,3236.29,7,8.0,10.0,0.29,0.29,0
510,13106.0,3276.5,4,2.0,1.0,0.0,0.75,2
511,27719.0,2771.9,10,10.0,3.0,0.1,0.4,0
512,11031.0,1838.5,6,5.0,2.0,0.33,0.33,1
513,9863.0,1972.6,5,4.0,9.0,0.2,0.4,2
514,8702.0,2175.5,4,1.0,8.0,0.5,0.25,3
515,12670.0,3167.5,4,5.0,3.0,0.5,0.0,3
516,24341.0,3477.29,7,7.0,5.0,0.29,0.43,0
517,1303.0,434.33,3,1.0,3.0,0.33,0.0,1
518,17706.0,2529.43,7,2.0,6.0,0.57,0.0,0
519,21687.0,3098.14,7,9.0,5.0,0.43,0.29,0
520,26378.0,3297.25,8,5.0,2.0,0.62,0.12,0
521,10847.0,3615.67,3,7.0,10.0,1.0,0.0,3
522,23279.0,2586.56,9,2.0,8.0,0.56,0.22,0
523,7721.0,2573.67,3,7.0,6.0,0.0,0.33,1
524,6355.0,2118.33,3,7.0,3.0,0.67,0.33,3
525,17537.0,2192.12,8,7.0,1.0,0.25,0.25,0
526,15809.0,2258.43,7,5.0,5.0,0.43,0.43,0
527,16417.0,1824.11,9,9.0,2.0,0.44,0.22,0
528,18764.0,2680.57,7,2.0,2.0,0.14,0.0,0
529,12706.0,2541.2,5,4.0,9.0,0.2,0.4,2
530,37281.0,3389.18,11,10.0,10.0,0.18,0.45,0
531,9910.0,1982.0,5,8.0,7.0,0.2,0.4,1
532,7664.0,1532.8,5,1.0,6.0,0.2,0.2,1
533,14481.0,2068.71,7,9.0,1.0,0.14,0.57,0
534,12608.0,2521.6,5,5.0,10.0,0.2,0.4,2
535,17520.0,3504.0,5,3.0,2.0,0.0,0.2,0
536,11304.0,2826.0,4,4.0,7.0,0.0,0.25,2
537,18226.0,2603.71,7,1.0,3.0,0.43,0.0,0
538,15006.0,3001.2,5,6.0,2.0,0.4,0.2,3
539,8159.0,2719.67,3,8.0,6.0,0.33,0.0,3
540,12452.0,1778.86,7,2.0,8.0,0.14,0.29,0
541,11978.0,2994.5,4,2.0,8.0,0.5,0.5,2
542,18395.0,2299.38,8,9.0,2.0,0.25,0.38,0
543,13713.0,2742.6,5,5.0,6.0,0.2,0.2,0
544,10169.0,2033.8,5,5.0,5.0,0.2,0.2,1
545,3859.0,1929.5,2,1.0,7.0,0.5,0.5,2
546,4074.0,2037.0,2,6.0,4.0,0.0,0.5,1
547,1860.0,620.0,3,8.0,2.0,0.67,0.33,1
548,14860.0,2122.86,7,6.0,10.0,0.29,0.0,0
549,14506.0,3626.5,4,7.0,3.0,0.5,0.25,3
550,12162.0,2432.4,5,4.0,9.0,0.4,0.0,3
551,820.0,820.0,1,2.0,10.0,0.0,0.0,1
552,10923.0,2730.75,4,1.0,8.0,0.5,0.5,2
553,8231.0,2057.75,4,6.0,9.0,0.5,0.25,3
554,8542.0,4271.0,2,9.0,5.0,0.5,0.0,3
555,15942.0,2657.0,6,10.0,5.0,0.67,0.17,3
556,2167.0,2167.0,1,5.0,7.0,0.0,0.0,1
557,19825.0,2478.12,8,2.0,7.0,0.62,0.12,0
558,3448.0,1149.33,3,1.0,1.0,0.33,0.0,1
559,13937.0,3484.25,4,6.0,5.0,0.5,0.25,3
560,13417.0,2236.17,6,4.0,8.0,0.33,0.17,0
561,10949.0,1824.83,6,7.0,7.0,0.17,0.33,1
562,14001.0,2333.5,6,9.0,2.0,0.33,0.17,0
563,9270.0,3090.0,3,8.0,8.0,0.0,1.0,2
564,4292.0,1430.67,3,9.0,2.0,0.33,0.33,1
565,13240.0,1891.43,7,7.0,10.0,0.29,0.29,0
566,8172.0,1634.4,5,10.0,1.0,0.6,0.6,2
567,14278.0,2855.6,5,8.0,3.0,0.6,0.4,3
568,14330.0,2388.33,6,8.0,3.0,0.33,0.0,0
569,11112.0,2778.0,4,1.0,6.0,0.5,0.0,3
570,19371.0,2767.29,7,9.0,3.0,0.86,0.0,3
571,7321.0,3660.5,2,2.0,7.0,0.5,0.5,2
572,2123.0,2123.0,1,7.0,8.0,0.0,0.0,1
573,16093.0,4023.25,4,10.0,3.0,0.5,0.25,3
574,16535.0,4133.75,4,10.0,9.0,0.5,0.75,2
575,21227.0,2653.38,8,5.0,1.0,0.38,0.12,0
576,14456.0,3614.0,4,4.0,3.0,0.25,0.0,3
577,13368.0,2673.6,5,1.0,3.0,0.4,0.2,3
578,6648.0,2216.0,3,1.0,7.0,0.0,0.0,1
579,20309.0,2538.62,8,3.0,5.0,0.25,0.12,0
580,11092.0,2773.0,4,1.0,4.0,0.75,0.0,3
581,11988.0,1712.57,7,8.0,2.0,0.29,0.43,0
582,7632.0,3816.0,2,3.0,7.0,0.5,0.0,3
583,20279.0,3379.83,6,10.0,3.0,0.33,0.5,0
584,19940.0,2848.57,7,2.0,7.0,0.71,0.29,0
585,3035.0,1517.5,2,6.0,10.0,0.5,0.0,1
586,12796.0,2559.2,5,4.0,7.0,0.0,0.4,2
587,17793.0,2541.86,7,4.0,2.0,0.43,0.43,0
588,10806.0,3602.0,3,2.0,7.0,0.33,0.0,3
589,9702.0,3234.0,3,2.0,6.0,0.0,1.0,2
590,15685.0,1960.62,8,6.0,10.0,0.25,0.25,0
591,21291.0,3041.57,7,5.0,4.0,0.29,0.29,0
592,7200.0,1800.0,4,9.0,5.0,0.0,0.5,1
593,6056.0,2018.67,3,4.0,8.0,0.0,0.0,1
594,16448.0,2741.33,6,5.0,5.0,0.5,0.33,0
595,7596.0,1899.0,4,1.0,3.0,0.5,0.25,1
596,13546.0,2257.67,6,2.0,2.0,0.5,0.0,3
597,10589.0,2647.25,4,3.0,6.0,0.5,0.0,3
598,12403.0,2480.6,5,5.0,6.0,0.0,0.4,2
599,13048.0,1631.0,8,5.0,7.0,0.5,0.25,0
600,6466.0,2155.33,3,4.0,8.0,0.0,0.0,1
601,5570.0,1856.67,3,10.0,4.0,0.33,0.33,1
602,3927.0,1309.0,3,3.0,8.0,0.0,0.0,1
603,13556.0,3389.0,4,9.0,1.0,0.0,0.25,0
604,2598.0,866.0,3,1.0,6.0,0.0,0.33,1
605,5114.0,1022.8,5,6.0,6.0,0.6,0.0,1
606,11607.0,1934.5,6,7.0,3.0,0.33,0.0,1
607,7925.0,3962.5,2,10.0,9.0,1.0,0.5,3
608,7577.0,2525.67,3,4.0,5.0,0.0,0.67,2
609,5853.0,1951.0,3,10.0,1.0,0.33,0.67,2
610,24470.0,2718.89,9,3.0,7.0,0.22,0.22,0
611,11889.0,2972.25,4,8.0,10.0,0.0,0.25,2
612,3002.0,1501.0,2,9.0,3.0,0.0,0.0,1
613,16766.0,4191.5,4,1.0,10.0,0.5,0.0,3
614,17075.0,2134.38,8,10.0,10.0,0.25,0.62,0
615,6589.0,1647.25,4,9.0,4.0,0.25,0.0,1
616,7965.0,2655.0,3,7.0,6.0,0.33,0.67,2
617,6746.0,1686.5,4,1.0,8.0,0.5,0.75,2
618,27892.0,3984.57,7,7.0,4.0,0.57,0.43,0
619,7293.0,2431.0,3,5.0,9.0,0.33,0.0,3
620,14011.0,1751.38,8,10.0,8.0,0.12,0.38,0
621,12578.0,2515.6,5,7.0,10.0,0.0,0.2,1
622,9288.0,3096.0,3,9.0,10.0,0.33,0.0,3
623,14322.0,2864.4,5,8.0,6.0,0.4,0.0,3
624,4398.0,1466.0,3,6.0,7.0,0.67,0.0,1
625,20308.0,2538.5,8,2.0,8.0,0.12,0.12,0
626,17690.0,2527.14,7,8.0,2.0,0.57,0.29,0
627,14190.0,2027.14,7,4.0,5.0,0.57,0.43,0
628,13748.0,3437.0,4,8.0,7.0,0.25,0.25,3
629,8584.0,1716.8,5,7.0,8.0,0.2,0.4,1
630,5663.0,1887.67,3,4.0,5.0,0.67,0.0,3
631,6444.0,3222.0,2,8.0,3.0,0.0,1.0,2
632,10357.0,2589.25,4,2.0,6.0,0.25,0.0,3
633,11978.0,2395.6,5,9.0,5.0,0.4,0.8,2
634,13732.0,3433.0,4,6.0,8.0,0.5,0.0,3
635,6677.0,1669.25,4,7.0,9.0,0.0,0.5,1
636,5858.0,1952.67,3,10.0,9.0,0.33,0.0,1
637,7815.0,2605.0,3,1.0,6.0,0.0,0.33,2
638,9274.0,2318.5,4,3.0,4.0,0.25,0.5,2
639,14355.0,2050.71,7,10.0,4.0,0.43,0.57,0
640,15154.0,2525.67,6,5.0,9.0,0.5,0.33,0
641,16720.0,3344.0,5,7.0,4.0,0.6,0.0,3
642,2524.0,1262.0,2,1.0,8.0,0.0,0.0,1
643,8432.0,1686.4,5,9.0,9.0,0.2,0.4,1
644,14752.0,2458.67,6,5.0,5.0,0.33,0.0,0
645,5990.0,1198.0,5,3.0,6.0,0.0,0.4,1
646,17128.0,2446.86,7,7.0,3.0,0.57,0.43,0
647,11149.0,1858.17,6,10.0,5.0,0.33,0.0,1
648,12055.0,2411.0,5,8.0,5.0,0.4,0.2,3
649,29765.0,2705.91,11,10.0,2.0,0.09,0.64,0
650,3016.0,1005.33,3,10.0,10.0,0.67,0.0,1
651,6215.0,2071.67,3,3.0,6.0,0.0,0.67,2
652,10844.0,2168.8,5,7.0,9.0,0.4,0.0,3
653,9659.0,3219.67,3,7.0,7.0,0.0,0.0,3
654,12576.0,2096.0,6,4.0,8.0,0.17,0.67,2
655,9145.0,2286.25,4,10.0,2.0,0.0,0.25,1
656,15449.0,3089.8,5,9.0,9.0,0.0,0.0,0
657,11565.0,2313.0,5,1.0,3.0,0.0,0.4,2
658,10600.0,2120.0,5,1.0,10.0,0.2,0.2,1
659,12733.0,1819.0,7,5.0,5.0,0.29,0.14,0
660,6042.0,2014.0,3,6.0,7.0,0.0,0.0,1
661,5385.0,1346.25,4,10.0,4.0,1.0,0.0,3
662,7925.0,3962.5,2,9.0,7.0,0.5,0.0,3
663,8720.0,1744.0,5,5.0,8.0,0.4,0.2,1
664,19818.0,2831.14,7,7.0,10.0,0.43,0.29,0
665,8105.0,2701.67,3,1.0,10.0,0.33,0.67,2
666,10534.0,2633.5,4,2.0,4.0,0.75,0.5,2
667,11613.0,1935.5,6,4.0,5.0,0.33,0.5,2
668,4688.0,1562.67,3,9.0,3.0,1.0,0.33,3
669,8914.0,1273.43,7,5.0,5.0,0.29,0.14,1
670,20177.0,2522.12,8,5.0,8.0,0.75,0.38,0
671,10856.0,1809.33,6,9.0,3.0,0.17,0.33,1
672,2238.0,1119.0,2,8.0,5.0,0.0,0.5,1
673,9718.0,2429.5,4,2.0,10.0,0.75,0.75,2
674,8925.0,2231.25,4,7.0,1.0,0.25,0.0,1
675,11196.0,1866.0,6,1.0,2.0,0.5,0.17,1
676,13983.0,2796.6,5,10.0,3.0,0.6,0.2,3
677,12107.0,2421.4,5,9.0,1.0,0.2,0.2,1
678,22227.0,3704.5,6,3.0,9.0,0.33,0.33,0
679,14185.0,2837.0,5,2.0,9.0,0.0,0.6,2
680,10966.0,2193.2,5,4.0,5.0,0.2,0.2,1
681,7905.0,3952.5,2,4.0,4.0,0.0,0.5,2
682,1846.0,1846.0,1,3.0,5.0,1.0,0.0,3
683,15874.0,3174.8,5,2.0,4.0,0.2,0.6,2
684,19318.0,2146.44,9,5.0,5.0,0.67,0.22,0
685,14264.0,2377.33,6,4.0,7.0,0.33,0.17,0
686,15098.0,2516.33,6,5.0,8.0,0.0,0.33,0
687,11485.0,2871.25,4,8.0,2.0,0.75,0.0,3
688,8128.0,2032.0,4,2.0,4.0,0.25,0.25,1
689,9914.0,3304.67,3,9.0,8.0,0.33,0.33,3
690,29324.0,3258.22,9,10.0,7.0,0.33,0.44,0
691,15648.0,3129.6,5,1.0,9.0,0.0,0.0,0
692,17767.0,3553.4,5,8.0,5.0,0.2,0.4,0
693,3014.0,1507.0,2,5.0,6.0,1.0,0.0,3
694,17270.0,2467.14,7,2.0,8.0,0.29,0.29,0
695,17819.0,2969.83,6,8.0,5.0,0.0,0.17,0
696,8409.0,2803.0,3,5.0,9.0,0.0,0.67,2
697,3195.0,639.0,5,10.0,4.0,0.6,0.2,1
698,16001.0,2285.86,7,10.0,8.0,0.43,0.14,0
699,5221.0,1305.25,4,6.0,3.0,0.75,0.25,1
700,1669.0,834.5,2,7.0,5.0,0.5,0.5,1
701,11640.0,2328.0,5,4.0,8.0,0.6,0.0,3
702,32812.0,2524.0,13,10.0,10.0,0.23,0.08,0
703,3448.0,1149.33,3,6.0,7.0,0.33,0.33,1
704,16017.0,2288.14,7,10.0,1.0,0.43,0.29,0
705,15569.0,2224.14,7,8.0,4.0,0.0,0.29,0
706,10767.0,3589.0,3,1.0,2.0,0.0,0.33,2
707,6935.0,2311.67,3,2.0,2.0,0.0,0.33,1
708,6181.0,2060.33,3,8.0,7.0,0.0,0.33,1
709,10751.0,2687.75,4,7.0,3.0,0.5,0.25,3
710,13813.0,3453.25,4,10.0,3.0,0.0,0.25,0
711,5461.0,1820.33,3,9.0,6.0,0.33,0.33,1
712,2890.0,1445.0,2,2.0,6.0,0.5,0.5,1
713,6541.0,1635.25,4,8.0,1.0,0.5,0.25,1
714,6066.0,2022.0,3,6.0,1.0,0.0,0.33,1
715,7351.0,1470.2,5,1.0,6.0,0.6,0.4,1
716,15249.0,2541.5,6,4.0,7.0,0.17,0.17,0
717,22104.0,2763.0,8,2.0,9.0,0.12,0.25,0
718,9540.0,1908.0,5,7.0,4.0,0.2,0.4,1
719,8705.0,1741.0,5,9.0,10.0,0.2,0.0,1
720,9704.0,4852.0,2,6.0,6.0,0.5,0.0,3
721,16603.0,2767.17,6,4.0,3.0,0.33,0.5,0
722,19289.0,2755.57,7,5.0,4.0,0.29,0.29,0
723,6266.0,2088.67,3,1.0,9.0,0.0,0.33,1
724,11026.0,2205.2,5,4.0,1.0,0.4,0.6,2
725,14558.0,2426.33,6,10.0,5.0,0.17,0.17,0
726,22968.0,2871.0,8,3.0,7.0,0.12,0.25,0
727,12687.0,2537.4,5,9.0,3.0,0.2,0.4,2
728,14105.0,2015.0,7,6.0,2.0,0.0,0.14,0
729,4559.0,4559.0,1,4.0,2.0,0.0,1.0,2
730,7902.0,1975.5,4,3.0,1.0,0.75,0.25,3
731,6928.0,3464.0,2,4.0,5.0,0.0,0.5,2
732,28044.0,3505.5,8,8.0,3.0,0.88,0.25,0
733,11756.0,2939.0,4,5.0,7.0,0.25,0.0,3
734,1835.0,1835.0,1,1.0,1.0,0.0,0.0,1
735,7131.0,3565.5,2,5.0,9.0,0.5,0.0,3
736,14828.0,2471.33,6,8.0,2.0,0.5,0.33,0
737,6979.0,3489.5,2,4.0,8.0,0.5,0.5,2
738,7174.0,2391.33,3,2.0,10.0,0.67,0.33,3
739,4048.0,1349.33,3,3.0,4.0,0.67,0.33,1
740,12881.0,2576.2,5,9.0,6.0,0.2,0.2,0
741,8456.0,2114.0,4,7.0,9.0,0.25,0.5,2
742,4367.0,2183.5,2,3.0,7.0,0.0,0.5,2
743,16143.0,2017.88,8,5.0,8.0,0.38,0.25,0
744,9998.0,2499.5,4,3.0,7.0,0.25,0.25,1
745,7156.0,3578.0,2,10.0,2.0,0.0,0.5,2
746,8877.0,2959.0,3,4.0,9.0,0.33,0.0,3
747,13813.0,3453.25,4,8.0,1.0,0.0,0.25,0
748,16217.0,3243.4,5,3.0,2.0,0.4,0.2,3
749,11388.0,2847.0,4,3.0,3.0,0.75,0.75,2
750,8468.0,1693.6,5,8.0,3.0,0.4,0.0,1
751,16618.0,2769.67,6,10.0,10.0,0.33,0.83,2
752,4865.0,1621.67,3,10.0,4.0,0.0,0.0,1
753,12849.0,2569.8,5,7.0,5.0,0.2,0.4,2
754,13968.0,2328.0,6,7.0,6.0,0.33,0.33,0
755,13257.0,2651.4,5,10.0,1.0,0.2,0.0,1
756,24000.0,2666.67,9,2.0,8.0,0.33,0.33,0
757,11966.0,1709.43,7,6.0,6.0,0.43,0.14,0
758,18956.0,2708.0,7,10.0,10.0,0.57,0.29,0
759,16074.0,2296.29,7,10.0,9.0,0.43,0.14,0
760,13020.0,2604.0,5,3.0,5.0,0.2,0.4,2
761,18263.0,2029.22,9,7.0,7.0,0.11,0.22,0
762,21613.0,2701.62,8,4.0,4.0,0.5,0.5,0
763,5578.0,1859.33,3,8.0,6.0,0.33,0.67,2
764,14699.0,2449.83,6,8.0,6.0,0.5,0.0,3
765,6279.0,2093.0,3,6.0,4.0,0.0,0.0,1
766,19941.0,3323.5,6,3.0,6.0,0.5,0.0,3
767,4999.0,1666.33,3,6.0,8.0,0.33,0.33,1
768,17340.0,2890.0,6,6.0,5.0,0.0,0.67,2
769,2043.0,1021.5,2,3.0,2.0,0.5,0.5,1
770,13819.0,2303.17,6,4.0,9.0,0.17,0.33,0
771,16197.0,2699.5,6,2.0,4.0,0.17,0.5,2
772,18089.0,3617.8,5,1.0,4.0,0.4,0.2,3
773,14740.0,2948.0,5,2.0,7.0,0.6,0.2,3
774,16457.0,2742.83,6,7.0,10.0,0.67,0.5,0
775,17648.0,1960.89,9,10.0,10.0,0.22,0.33,0
776,12629.0,2104.83,6,5.0,6.0,0.33,0.17,0
777,4009.0,1336.33,3,9.0,4.0,0.33,0.67,2
778,19197.0,3199.5,6,3.0,6.0,0.33,0.0,0
779,3867.0,3867.0,1,2.0,3.0,0.0,0.0,3
780,14669.0,2444.83,6,4.0,7.0,0.67,0.33,3
781,5371.0,1790.33,3,2.0,6.0,0.67,0.33,1
782,13569.0,2261.5,6,7.0,3.0,0.33,0.33,0
783,26071.0,2896.78,9,10.0,1.0,0.44,0.33,0
784,10412.0,2603.0,4,6.0,10.0,0.25,0.25,3
785,15601.0,1950.12,8,8.0,5.0,0.25,0.12,0
786,24070.0,2674.44,9,5.0,10.0,0.33,0.11,0
787,17561.0,2508.71,7,2.0,2.0,0.29,0.57,0
788,13184.0,3296.0,4,4.0,7.0,1.0,0.5,3
789,12221.0,4073.67,3,1.0,7.0,0.33,0.67,2
790,25440.0,2826.67,9,2.0,4.0,0.44,0.33,0
791,3821.0,3821.0,1,4.0,6.0,0.0,0.0,3
792,24027.0,3003.38,8,6.0,1.0,0.25,0.5,0
793,14361.0,2051.57,7,4.0,2.0,0.14,0.14,0
794,34357.0,2642.85,13,4.0,6.0,0.23,0.31,0
795,27331.0,3904.43,7,10.0,2.0,0.43,0.14,0
796,3961.0,1980.5,2,10.0,4.0,1.0,0.5,3
797,15476.0,2579.33,6,2.0,4.0,0.0,0.33,0
798,4860.0,1620.0,3,9.0,10.0,0.0,0.0,1
799,14045.0,2340.83,6,10.0,9.0,0.33,0.17,0
800,17620.0,3524.0,5,8.0,10.0,0.4,0.8,2
801,11543.0,1649.0,7,8.0,7.0,0.57,0.43,0
802,2094.0,523.5,4,5.0,7.0,0.25,0.5,1
803,11711.0,2342.2,5,3.0,1.0,0.0,0.8,2
804,8973.0,2991.0,3,6.0,5.0,0.67,0.0,3
805,12671.0,2534.2,5,9.0,3.0,0.8,0.0,3
806,17410.0,1934.44,9,8.0,3.0,0.56,0.33,0
807,9847.0,2461.75,4,7.0,6.0,0.0,0.5,2
808,26353.0,3764.71,7,8.0,4.0,0.29,0.0,0
810,19398.0,2771.14,7,6.0,4.0,0.14,0.43,0
811,11951.0,2987.75,4,6.0,8.0,0.5,0.75,2
812,8096.0,2024.0,4,2.0,4.0,0.75,0.0,3
813,21674.0,3096.29,7,8.0,3.0,0.29,0.43,0
814,21373.0,2137.3,10,3.0,5.0,0.6,0.2,0
815,6459.0,3229.5,2,5.0,5.0,0.5,0.0,3
816,11524.0,3841.33,3,8.0,10.0,0.67,0.33,3
817,10077.0,2519.25,4,9.0,10.0,0.25,0.25,3
818,10837.0,1548.14,7,9.0,1.0,0.29,0.43,1
819,19758.0,2469.75,8,5.0,8.0,0.38,0.5,0
820,4636.0,1545.33,3,2.0,8.0,0.0,0.0,1
821,19290.0,2755.71,7,7.0,8.0,0.14,0.29,0
822,9192.0,3064.0,3,7.0,10.0,0.33,0.33,3
823,27427.0,3918.14,7,8.0,4.0,0.71,0.29,0
824,9486.0,1581.0,6,8.0,9.0,0.33,0.17,1
825,18592.0,3098.67,6,5.0,10.0,0.67,0.17,3
826,6906.0,2302.0,3,6.0,3.0,0.0,0.67,2
827,11668.0,2917.0,4,4.0,7.0,0.5,0.5,2
828,18193.0,2021.44,9,4.0,6.0,0.11,0.22,0
829,4050.0,2025.0,2,3.0,9.0,0.5,0.5,2
830,22998.0,3285.43,7,8.0,4.0,0.29,0.14,0
831,13554.0,3388.5,4,3.0,4.0,0.25,0.25,3
832,20386.0,2912.29,7,5.0,6.0,0.14,0.43,0
833,24905.0,2490.5,10,2.0,8.0,0.5,0.1,0
834,21192.0,2649.0,8,6.0,3.0,0.38,0.5,0
835,10327.0,2581.75,4,6.0,8.0,0.25,0.25,3
836,13760.0,2293.33,6,6.0,8.0,0.33,0.33,0
837,9766.0,1627.67,6,6.0,7.0,0.17,0.33,1
838,3660.0,1220.0,3,1.0,7.0,0.33,0.33,1
839,8852.0,2213.0,4,5.0,5.0,0.25,0.75,2
840,14341.0,2048.71,7,2.0,2.0,0.57,0.57,2
841,3219.0,3219.0,1,10.0,2.0,0.0,0.0,1
842,13593.0,2265.5,6,5.0,10.0,0.17,0.33,0
843,10789.0,1798.17,6,10.0,8.0,0.5,0.17,3
844,15749.0,3149.8,5,9.0,6.0,0.2,0.4,0
845,21656.0,3093.71,7,4.0,8.0,0.43,0.14,0
846,9764.0,2441.0,4,8.0,3.0,0.5,0.5,2
847,20887.0,2320.78,9,1.0,1.0,0.11,0.11,0
848,9491.0,2372.75,4,8.0,6.0,0.25,0.75,2
849,16945.0,2420.71,7,6.0,2.0,0.14,0.29,0
850,24950.0,3118.75,8,8.0,9.0,0.5,0.5,0
851,7840.0,1960.0,4,6.0,5.0,0.0,0.0,1
852,12129.0,2425.8,5,3.0,5.0,0.2,0.6,2
853,14265.0,1783.12,8,8.0,10.0,0.25,0.25,0
854,32442.0,3604.67,9,5.0,8.0,0.22,0.11,0
855,13304.0,2217.33,6,6.0,6.0,0.33,0.33,0
856,12450.0,2075.0,6,5.0,3.0,0.5,0.33,0
857,17484.0,4371.0,4,7.0,9.0,0.75,0.5,3
858,11334.0,3778.0,3,10.0,10.0,0.33,0.67,2
859,16089.0,2681.5,6,9.0,4.0,0.5,0.33,0
860,3599.0,1199.67,3,7.0,10.0,0.0,0.67,2
861,6344.0,1586.0,4,6.0,4.0,0.5,0.0,1
862,11593.0,2898.25,4,5.0,2.0,0.0,0.25,1
863,10287.0,3429.0,3,9.0,3.0,0.0,0.33,2
864,25798.0,2149.83,12,10.0,4.0,0.25,0.33,0
865,24578.0,2457.8,10,2.0,7.0,0.3,0.3,0
866,15258.0,3814.5,4,6.0,3.0,0.5,0.75,2
867,12065.0,2413.0,5,8.0,8.0,0.4,0.4,2
868,11596.0,2899.0,4,8.0,8.0,0.5,0.25,3
869,16316.0,2719.33,6,2.0,10.0,0.83,0.67,2
870,3919.0,1306.33,3,8.0,2.0,0.33,0.67,1
871,22842.0,2538.0,9,5.0,4.0,0.22,0.11,0
872,17249.0,3449.8,5,2.0,8.0,0.6,0.0,3
