Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Median_Transaction,Transaction_Count,Avg_Satisfaction,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Avg_Feedback_Sentiment,Std_Feedback_Sentiment,Pct_Business_Hours,Pct_Weekend_Transactions,Pct_Morning_Transactions,Pct_Evening_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Primary_Income_Group
137,3520.0,3520.0,3520.0,3520.0,,3520.0,1,3.0,,3.0,3.0,8.0,8,8,3.0,,1.0,0.0,1.0,0.0,10.0,,1,0,0,0,Low
138,7340.0,2446.67,4780.0,283.0,2253.3,2277.0,3,9.0,0.0,9.0,9.0,10.0,10,10,3.0,0.0,0.33,0.67,0.33,0.0,8.33,4.93,1,1,1,0,Low
139,5581.0,2790.5,2803.0,2778.0,17.68,2790.5,2,4.0,0.0,4.0,4.0,10.0,10,10,2.0,0.0,0.5,0.5,0.0,0.0,8.0,8.49,0,2,0,0,Low
140,3528.0,3528.0,3528.0,3528.0,,3528.0,1,10.0,,10.0,10.0,4.0,4,4,5.0,,1.0,0.0,1.0,0.0,11.0,,0,0,0,1,Low
141,11646.0,2911.5,4081.0,819.0,1434.93,3373.0,4,4.0,0.0,4.0,4.0,10.0,10,10,2.0,0.0,0.25,0.25,0.5,0.0,7.25,5.8,1,2,0,1,Medium
142,24363.0,3480.43,4592.0,1368.0,1391.39,3848.0,7,6.0,0.0,6.0,6.0,7.0,7,7,1.0,0.0,0.14,0.14,0.29,0.14,10.14,6.04,2,1,2,2,High
143,9366.0,2341.5,3416.0,426.0,1414.71,2762.0,4,8.0,0.0,8.0,8.0,5.0,5,5,3.0,0.0,0.0,0.5,0.0,0.5,13.0,11.05,0,1,2,1,Medium
144,10382.0,3460.67,4392.0,1692.0,1532.43,4298.0,3,7.0,0.0,7.0,7.0,3.0,3,3,3.0,0.0,0.33,0.67,0.67,0.0,6.33,2.52,1,0,1,1,Medium
145,12295.0,1756.43,2679.0,689.0,685.31,1813.0,7,4.0,0.0,4.0,4.0,10.0,10,10,5.0,0.0,0.43,0.57,0.43,0.29,11.57,6.75,2,2,3,0,Medium
146,12493.0,2498.6,4593.0,1250.0,1257.82,2172.0,5,4.0,0.0,4.0,4.0,8.0,8,8,1.0,0.0,0.6,0.0,0.6,0.2,13.2,5.4,2,2,0,1,Medium
147,5190.0,1297.5,1955.0,266.0,725.39,1484.5,4,5.0,0.0,5.0,5.0,2.0,2,2,5.0,0.0,0.75,0.25,0.5,0.25,13.25,5.68,1,2,0,1,Low
148,18354.0,2294.25,3178.0,1079.0,815.52,2372.5,8,10.0,0.0,10.0,10.0,1.0,1,1,1.0,0.0,0.25,0.12,0.5,0.12,9.25,6.14,1,2,3,2,High
149,34396.0,2866.33,4777.0,342.0,1636.53,3339.0,12,5.0,0.0,5.0,5.0,5.0,5,5,3.0,0.0,0.17,0.33,0.17,0.33,12.33,8.32,3,2,2,5,High
150,14793.0,3698.25,4958.0,2089.0,1280.6,3873.0,4,1.0,0.0,1.0,1.0,4.0,4,4,2.0,0.0,0.25,0.25,0.5,0.0,8.25,3.4,0,2,1,1,Medium
151,12631.0,3157.75,4474.0,1935.0,1137.51,3111.0,4,8.0,0.0,8.0,8.0,10.0,10,10,5.0,0.0,0.0,0.25,0.25,0.5,12.25,7.41,0,2,1,1,Medium
152,22796.0,3256.57,4902.0,1697.0,1251.67,3400.0,7,10.0,0.0,10.0,10.0,7.0,7,7,2.0,0.0,0.43,0.0,0.29,0.14,10.29,5.99,1,3,3,0,High
153,14655.0,2931.0,4328.0,2036.0,958.5,2573.0,5,5.0,0.0,5.0,5.0,9.0,9,9,3.0,0.0,0.4,0.2,0.2,0.4,14.6,8.62,1,1,2,1,Medium
154,15514.0,2585.67,4593.0,527.0,1538.47,2752.5,6,3.0,0.0,3.0,3.0,6.0,6,6,3.0,0.0,0.33,0.17,0.17,0.33,12.5,8.17,2,1,3,0,Medium
155,16752.0,2792.0,4963.0,266.0,1848.94,2721.0,6,3.0,0.0,3.0,3.0,1.0,1,1,2.0,0.0,0.0,0.33,0.0,0.83,21.0,2.1,2,1,3,0,High
156,22256.0,2782.0,4319.0,606.0,1239.38,2909.0,8,4.0,0.0,4.0,4.0,8.0,8,8,4.0,0.0,0.38,0.25,0.25,0.12,9.62,7.15,2,2,1,3,High
157,8350.0,2087.5,3896.0,958.0,1379.94,1748.0,4,7.0,0.0,7.0,7.0,2.0,2,2,1.0,0.0,0.5,0.75,0.5,0.0,8.0,4.97,0,1,1,2,Medium
158,12497.0,2499.4,4828.0,304.0,2133.42,2586.0,5,5.0,0.0,5.0,5.0,4.0,4,4,4.0,0.0,0.6,0.4,0.6,0.2,10.0,6.44,1,0,3,1,Medium
159,8296.0,2765.33,4376.0,374.0,2112.13,3546.0,3,1.0,0.0,1.0,1.0,3.0,3,3,3.0,0.0,0.33,0.0,0.33,0.33,9.67,8.02,0,2,0,1,Medium
160,6309.0,2103.0,4580.0,125.0,2269.03,1604.0,3,5.0,0.0,5.0,5.0,6.0,6,6,1.0,0.0,0.0,0.33,0.0,0.0,3.0,1.73,2,0,0,1,Low
161,28531.0,2377.58,4756.0,451.0,1406.39,2442.0,12,5.0,0.0,5.0,5.0,2.0,2,2,3.0,0.0,0.42,0.25,0.17,0.33,12.83,8.68,1,2,6,3,High
162,12887.0,1841.0,4328.0,417.0,1369.99,2008.0,7,6.0,0.0,6.0,6.0,5.0,5,5,1.0,0.0,0.29,0.0,0.29,0.43,13.14,6.74,0,2,2,3,Medium
163,737.0,737.0,737.0,737.0,,737.0,1,7.0,,7.0,7.0,9.0,9,9,3.0,,0.0,1.0,0.0,1.0,22.0,,1,0,0,0,Low
164,12567.0,3141.75,4270.0,792.0,1619.09,3752.5,4,5.0,0.0,5.0,5.0,3.0,3,3,5.0,0.0,0.25,0.0,0.5,0.25,10.0,7.07,1,0,1,2,Medium
165,13925.0,3481.25,4833.0,2182.0,1090.06,3455.0,4,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.75,0.25,0.25,0.25,15.75,5.12,0,0,4,0,Medium
166,9306.0,2326.5,4244.0,1501.0,1286.09,1780.5,4,2.0,0.0,2.0,2.0,2.0,2,2,4.0,0.0,0.5,0.0,0.25,0.0,7.5,7.23,1,1,1,1,Medium
167,10262.0,1710.33,2656.0,397.0,875.38,1742.5,6,4.0,0.0,4.0,4.0,9.0,9,9,1.0,0.0,0.33,0.33,0.17,0.33,12.67,6.02,0,3,1,2,Medium
168,7771.0,1295.17,2455.0,644.0,859.61,800.5,6,1.0,0.0,1.0,1.0,6.0,6,6,1.0,0.0,0.5,0.67,0.17,0.0,8.67,6.41,1,2,3,0,Low
169,21372.0,2374.67,4703.0,93.0,1590.94,2828.0,9,7.0,0.0,7.0,7.0,2.0,2,2,3.0,0.0,0.22,0.44,0.11,0.22,9.0,7.33,1,1,5,2,High
170,1702.0,1702.0,1702.0,1702.0,,1702.0,1,1.0,,1.0,1.0,3.0,3,3,5.0,,1.0,0.0,0.0,0.0,13.0,,0,0,0,1,Low
171,3641.0,1820.5,2342.0,1299.0,737.51,1820.5,2,3.0,0.0,3.0,3.0,1.0,1,1,2.0,0.0,0.5,1.0,0.0,0.5,15.5,3.54,1,0,0,1,Low
172,17092.0,2441.71,4113.0,524.0,1173.85,2812.0,7,10.0,0.0,10.0,10.0,2.0,2,2,5.0,0.0,0.43,0.43,0.57,0.0,8.57,5.59,4,0,1,2,High
173,10760.0,2690.0,4322.0,1691.0,1190.46,2373.5,4,7.0,0.0,7.0,7.0,2.0,2,2,2.0,0.0,0.5,0.5,0.25,0.25,11.25,8.3,1,1,1,1,Medium
174,5613.0,1871.0,4464.0,324.0,2259.53,825.0,3,6.0,0.0,6.0,6.0,2.0,2,2,3.0,0.0,0.33,0.67,0.0,0.33,11.33,8.33,2,1,0,0,Low
175,16274.0,2324.86,4202.0,153.0,1556.7,2504.0,7,7.0,0.0,7.0,7.0,7.0,7,7,3.0,0.0,0.14,0.43,0.0,0.14,9.43,8.24,3,2,1,1,Medium
176,10166.0,2541.5,3298.0,1125.0,985.27,2871.5,4,5.0,0.0,5.0,5.0,3.0,3,3,3.0,0.0,0.25,0.25,0.25,0.25,14.25,5.62,0,1,2,1,Medium
177,11113.0,1852.17,3184.0,249.0,1372.49,2057.5,6,8.0,0.0,8.0,8.0,4.0,4,4,2.0,0.0,0.17,0.17,0.5,0.17,8.5,7.15,1,2,2,1,Medium
178,11780.0,1963.33,4181.0,13.0,1622.04,2251.0,6,6.0,0.0,6.0,6.0,2.0,2,2,3.0,0.0,0.33,0.17,0.17,0.5,14.83,6.88,2,1,2,1,Medium
179,8134.0,2033.5,4759.0,303.0,1952.45,1536.0,4,4.0,0.0,4.0,4.0,5.0,5,5,4.0,0.0,0.25,0.5,0.0,0.75,18.5,1.91,1,2,0,1,Medium
180,11064.0,2212.8,3623.0,152.0,1359.58,2031.0,5,1.0,0.0,1.0,1.0,9.0,9,9,3.0,0.0,0.6,0.2,0.6,0.0,8.6,3.44,2,0,2,1,Medium
181,10698.0,2674.5,4667.0,649.0,2119.65,2691.0,4,2.0,0.0,2.0,2.0,9.0,9,9,3.0,0.0,0.5,0.25,0.5,0.25,9.75,7.41,1,0,1,2,Medium
182,4709.0,2354.5,4428.0,281.0,2932.37,2354.5,2,6.0,0.0,6.0,6.0,7.0,7,7,1.0,0.0,1.0,0.0,0.5,0.0,13.5,3.54,0,1,0,1,Low
183,13940.0,2323.33,4882.0,729.0,1557.69,2033.5,6,4.0,0.0,4.0,4.0,8.0,8,8,2.0,0.0,0.33,0.0,0.33,0.0,10.0,5.73,2,0,2,2,Medium
184,14820.0,2470.0,4760.0,164.0,1858.78,2485.0,6,3.0,0.0,3.0,3.0,5.0,5,5,1.0,0.0,0.17,0.5,0.0,0.0,6.83,6.31,1,2,1,2,Medium
185,15906.0,2272.29,4774.0,117.0,1894.74,1803.0,7,7.0,0.0,7.0,7.0,5.0,5,5,5.0,0.0,0.43,0.43,0.29,0.29,12.71,6.21,0,4,2,1,Medium
186,18257.0,2608.14,4671.0,927.0,1373.01,2707.0,7,7.0,0.0,7.0,7.0,3.0,3,3,2.0,0.0,0.57,0.43,0.57,0.0,8.71,4.15,1,2,1,3,High
187,5919.0,1973.0,4024.0,751.0,1787.05,1144.0,3,2.0,0.0,2.0,2.0,6.0,6,6,5.0,0.0,0.33,0.33,0.33,0.67,18.67,6.66,1,1,0,1,Low
188,10912.0,2728.0,4954.0,1078.0,1850.43,2440.0,4,8.0,0.0,8.0,8.0,1.0,1,1,3.0,0.0,0.0,0.25,0.25,0.0,4.0,2.94,2,0,0,2,Medium
189,19216.0,2135.11,3836.0,224.0,1281.58,2167.0,9,1.0,0.0,1.0,1.0,3.0,3,3,4.0,0.0,0.33,0.33,0.11,0.11,9.56,7.2,3,1,2,3,High
190,5175.0,2587.5,3948.0,1227.0,1924.04,2587.5,2,10.0,0.0,10.0,10.0,2.0,2,2,3.0,0.0,0.5,0.0,0.0,0.5,18.5,4.95,0,1,1,0,Low
191,16531.0,2755.17,7315.0,116.0,2656.11,2710.5,6,7.0,0.0,7.0,7.0,7.0,7,7,3.0,0.0,0.33,0.17,0.33,0.17,9.83,4.96,3,2,1,0,Medium
192,17200.0,2457.14,4254.0,89.0,1750.43,2539.0,7,10.0,0.0,10.0,10.0,9.0,9,9,1.0,0.0,0.29,0.14,0.29,0.29,10.57,8.58,3,2,2,0,High
193,21112.0,3016.0,4947.0,1324.0,1282.44,2879.0,7,1.0,0.0,1.0,1.0,4.0,4,4,2.0,0.0,0.57,0.43,0.71,0.14,10.0,6.78,3,2,0,2,High
194,21814.0,2726.75,4838.0,1041.0,1367.07,2388.5,8,3.0,0.0,3.0,3.0,7.0,7,7,3.0,0.0,0.12,0.5,0.0,0.0,8.75,7.89,1,2,3,2,High
195,18041.0,3608.2,7315.0,880.0,2390.9,3356.0,5,3.0,0.0,3.0,3.0,8.0,8,8,1.0,0.0,0.4,0.2,0.6,0.2,9.6,5.86,0,3,1,1,High
196,13945.0,2324.17,4850.0,455.0,1908.74,1623.5,6,10.0,0.0,10.0,10.0,10.0,10,10,2.0,0.0,0.33,0.17,0.33,0.33,12.83,6.11,2,2,1,1,Medium
197,7851.0,2617.0,3887.0,1265.0,1312.92,2699.0,3,2.0,0.0,2.0,2.0,2.0,2,2,4.0,0.0,0.33,0.67,0.33,0.67,15.67,4.04,0,0,2,1,Medium
198,17538.0,2923.0,4463.0,609.0,1492.11,3437.5,6,10.0,0.0,10.0,10.0,7.0,7,7,2.0,0.0,0.33,0.0,0.17,0.5,15.0,8.15,0,1,3,2,High
199,10680.0,2670.0,4536.0,1250.0,1564.05,2447.0,4,5.0,0.0,5.0,5.0,3.0,3,3,5.0,0.0,1.0,0.0,0.0,0.0,14.75,0.96,0,0,3,1,Medium
200,4422.0,2211.0,3447.0,975.0,1747.97,2211.0,2,4.0,0.0,4.0,4.0,8.0,8,8,1.0,0.0,1.0,0.5,0.5,0.0,12.5,4.95,1,0,0,1,Low
201,7618.0,1523.6,3940.0,296.0,1497.22,739.0,5,6.0,0.0,6.0,6.0,6.0,6,6,2.0,0.0,0.2,0.2,0.0,0.2,13.2,7.29,1,1,1,2,Low
202,29806.0,2980.6,4424.0,37.0,1431.25,3485.0,10,2.0,0.0,2.0,2.0,3.0,3,3,3.0,0.0,0.1,0.3,0.1,0.4,13.1,8.36,3,3,2,2,High
203,15901.0,2650.17,4644.0,781.0,1487.77,2674.5,6,4.0,0.0,4.0,4.0,8.0,8,8,4.0,0.0,0.33,0.17,0.5,0.33,12.67,5.99,3,2,0,1,Medium
204,7810.0,1952.5,2723.0,1241.0,633.22,1923.0,4,7.0,0.0,7.0,7.0,3.0,3,3,3.0,0.0,0.5,0.0,0.25,0.0,10.5,6.24,3,1,0,0,Medium
205,8272.0,2757.33,3715.0,1989.0,878.44,2568.0,3,1.0,0.0,1.0,1.0,9.0,9,9,1.0,0.0,0.33,0.33,0.0,0.0,6.0,6.08,2,0,0,1,Medium
206,3450.0,1725.0,2095.0,1355.0,523.26,1725.0,2,3.0,0.0,3.0,3.0,3.0,3,3,3.0,0.0,0.5,0.5,0.5,0.0,6.0,7.07,1,0,0,1,Low
207,20991.0,3498.5,4729.0,1797.0,1164.94,3695.0,6,1.0,0.0,1.0,1.0,1.0,1,1,3.0,0.0,0.0,0.5,0.0,1.0,20.17,1.83,1,1,1,3,High
208,8592.0,2148.0,4383.0,481.0,1638.35,1864.0,4,2.0,0.0,2.0,2.0,2.0,2,2,5.0,0.0,0.25,0.0,0.0,0.5,12.5,9.0,2,1,0,1,Medium
209,3819.0,954.75,1760.0,552.0,549.22,753.5,4,9.0,0.0,9.0,9.0,4.0,4,4,1.0,0.0,0.5,0.25,0.25,0.25,12.25,6.7,1,1,0,2,Low
210,11518.0,3839.33,4413.0,2746.0,947.24,4359.0,3,10.0,0.0,10.0,10.0,2.0,2,2,2.0,0.0,1.0,0.0,0.67,0.0,11.0,2.65,0,0,2,1,Medium
211,10456.0,2614.0,4582.0,887.0,1653.45,2493.5,4,5.0,0.0,5.0,5.0,4.0,4,4,4.0,0.0,0.25,0.25,0.25,0.25,9.25,9.74,0,2,1,1,Medium
212,4204.0,2102.0,3633.0,571.0,2165.16,2102.0,2,4.0,0.0,4.0,4.0,4.0,4,4,4.0,0.0,0.5,0.0,0.5,0.0,9.5,3.54,0,1,0,1,Low
213,4766.0,953.2,1380.0,105.0,514.79,1161.0,5,4.0,0.0,4.0,4.0,4.0,4,4,4.0,0.0,0.4,0.2,0.2,0.2,9.8,10.06,0,1,0,4,Low
214,11440.0,2288.0,3072.0,1669.0,683.08,2059.0,5,8.0,0.0,8.0,8.0,1.0,1,1,2.0,0.0,0.6,0.4,0.0,0.0,9.6,7.13,2,1,1,1,Medium
215,13713.0,2285.5,4331.0,570.0,1569.52,2209.0,6,3.0,0.0,3.0,3.0,9.0,9,9,4.0,0.0,0.5,0.33,0.33,0.17,9.83,8.23,1,2,0,3,Medium
216,15663.0,2610.5,4963.0,274.0,1707.39,2731.0,6,4.0,0.0,4.0,4.0,10.0,10,10,1.0,0.0,0.33,0.17,0.17,0.33,12.5,6.44,0,2,1,3,Medium
217,19007.0,2375.88,3825.0,72.0,1172.02,2658.0,8,2.0,0.0,2.0,2.0,7.0,7,7,5.0,0.0,0.38,0.25,0.25,0.12,9.75,6.5,2,1,4,1,High
218,10346.0,2586.5,4220.0,219.0,1892.96,2953.5,4,6.0,0.0,6.0,6.0,2.0,2,2,3.0,0.0,0.0,0.5,0.25,0.0,4.75,2.5,2,2,0,0,Medium
219,10575.0,1762.5,4507.0,78.0,1706.53,1283.5,6,9.0,0.0,9.0,9.0,3.0,3,3,3.0,0.0,0.17,0.5,0.0,0.5,12.67,8.62,3,1,2,0,Medium
220,17741.0,2534.43,4778.0,353.0,1936.74,3154.0,7,4.0,0.0,4.0,4.0,8.0,8,8,1.0,0.0,0.29,0.29,0.14,0.14,9.57,7.55,3,2,1,1,High
221,7280.0,3640.0,4043.0,3237.0,569.93,3640.0,2,6.0,0.0,6.0,6.0,7.0,7,7,5.0,0.0,0.0,0.5,0.0,0.0,0.5,0.71,0,1,0,1,Low
222,23154.0,3859.0,4509.0,2119.0,934.44,4255.0,6,4.0,0.0,4.0,4.0,4.0,4,4,1.0,0.0,0.5,0.5,0.0,0.17,11.5,7.09,0,1,2,3,High
223,10797.0,1799.5,3238.0,305.0,1026.43,1858.5,6,2.0,0.0,2.0,2.0,4.0,4,4,4.0,0.0,0.17,0.5,0.33,0.17,7.67,7.47,2,1,1,2,Medium
224,9272.0,2318.0,4839.0,1088.0,1703.77,1672.5,4,6.0,0.0,6.0,6.0,9.0,9,9,4.0,0.0,0.75,0.0,0.5,0.0,11.25,3.77,0,2,0,2,Medium
225,11296.0,2824.0,4634.0,1617.0,1298.44,2522.5,4,7.0,0.0,7.0,7.0,5.0,5,5,1.0,0.0,0.25,0.0,0.0,0.5,15.25,8.81,0,1,1,2,Medium
226,7757.0,3878.5,4875.0,2882.0,1409.26,3878.5,2,4.0,0.0,4.0,4.0,5.0,5,5,2.0,0.0,0.0,0.5,0.0,1.0,22.0,1.41,1,1,0,0,Low
227,9941.0,1988.2,4101.0,404.0,1588.57,1304.0,5,6.0,0.0,6.0,6.0,7.0,7,7,4.0,0.0,0.6,0.2,0.2,0.2,10.4,6.88,0,2,1,2,Medium
228,13969.0,2328.17,4922.0,1065.0,1566.57,1598.0,6,8.0,0.0,8.0,8.0,1.0,1,1,2.0,0.0,0.33,0.0,0.17,0.0,8.0,7.32,3,2,1,0,Medium
229,5974.0,1991.33,2652.0,1056.0,832.7,2266.0,3,3.0,0.0,3.0,3.0,3.0,3,3,1.0,0.0,0.0,0.33,0.67,0.0,4.67,3.21,0,2,1,0,Low
230,11144.0,2228.8,3054.0,1516.0,662.32,2460.0,5,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.2,0.4,0.2,0.2,13.8,5.76,1,3,0,1,Medium
231,7034.0,1406.8,2546.0,318.0,1028.56,978.0,5,5.0,0.0,5.0,5.0,10.0,10,10,1.0,0.0,0.8,0.6,0.4,0.0,13.8,3.56,0,2,3,0,Low
232,15353.0,3838.25,4396.0,3348.0,445.96,3804.5,4,2.0,0.0,2.0,2.0,6.0,6,6,4.0,0.0,0.0,0.0,0.5,0.25,8.75,7.23,0,0,3,1,Medium
233,10936.0,2187.2,3320.0,274.0,1214.39,2321.0,5,10.0,0.0,10.0,10.0,6.0,6,6,1.0,0.0,0.4,0.8,0.0,0.0,11.0,6.96,1,0,0,4,Medium
234,13926.0,2321.0,4684.0,67.0,1914.88,2419.0,6,5.0,0.0,5.0,5.0,10.0,10,10,2.0,0.0,0.5,0.17,0.33,0.0,8.17,5.34,2,3,1,0,Medium
235,7797.0,3898.5,4348.0,3449.0,635.69,3898.5,2,10.0,0.0,10.0,10.0,1.0,1,1,3.0,0.0,0.0,0.0,0.0,0.5,11.0,9.9,1,0,0,1,Medium
236,14063.0,2343.83,4730.0,1071.0,1357.02,2041.0,6,6.0,0.0,6.0,6.0,6.0,6,6,1.0,0.0,0.5,0.17,0.5,0.33,12.67,5.47,1,2,2,1,Medium
237,4888.0,4888.0,4888.0,4888.0,,4888.0,1,8.0,,8.0,8.0,10.0,10,10,1.0,,1.0,0.0,0.0,0.0,13.0,,1,0,0,0,Low
238,3267.0,1633.5,2390.0,877.0,1069.85,1633.5,2,6.0,0.0,6.0,6.0,2.0,2,2,5.0,0.0,0.5,0.0,0.5,0.5,15.0,5.66,1,0,0,1,Low
239,8082.0,2020.5,3592.0,81.0,1449.03,2204.5,4,4.0,0.0,4.0,4.0,4.0,4,4,3.0,0.0,0.25,0.25,0.25,0.25,13.75,6.13,0,0,1,3,Medium
240,13699.0,1957.0,4527.0,489.0,1447.76,1636.0,7,3.0,0.0,3.0,3.0,6.0,6,6,2.0,0.0,0.57,0.14,0.29,0.0,9.86,4.71,2,4,0,1,Medium
241,18421.0,2302.62,4476.0,774.0,1196.52,2348.0,8,2.0,0.0,2.0,2.0,3.0,3,3,2.0,0.0,0.5,0.25,0.12,0.0,10.12,6.08,0,5,2,1,High
242,15706.0,3926.5,4959.0,2004.0,1367.98,4371.5,4,1.0,0.0,1.0,1.0,3.0,3,3,2.0,0.0,0.25,0.5,0.25,0.5,14.0,10.49,0,1,3,0,Medium
243,12097.0,2419.4,4916.0,17.0,1853.99,2876.0,5,2.0,0.0,2.0,2.0,3.0,3,3,1.0,0.0,0.2,0.4,0.0,0.4,11.0,8.46,0,2,2,1,Medium
244,25356.0,2535.6,3817.0,491.0,1142.94,2780.0,10,2.0,0.0,2.0,2.0,4.0,4,4,4.0,0.0,0.6,0.3,0.5,0.0,10.1,4.84,1,1,2,6,High
245,20364.0,2545.5,4595.0,518.0,1535.15,2652.0,8,5.0,0.0,5.0,5.0,9.0,9,9,3.0,0.0,0.38,0.12,0.38,0.12,12.0,5.55,3,3,1,1,High
246,13095.0,1636.88,3958.0,203.0,1425.8,1537.5,8,9.0,0.0,9.0,9.0,4.0,4,4,2.0,0.0,0.38,0.25,0.38,0.12,9.25,6.11,3,2,1,2,Medium
247,12176.0,2029.33,4945.0,463.0,1679.23,1655.5,6,1.0,0.0,1.0,1.0,4.0,4,4,4.0,0.0,0.67,0.33,0.33,0.17,13.67,4.27,3,1,1,1,Medium
248,8430.0,2810.0,4909.0,1385.0,1856.17,2136.0,3,4.0,0.0,4.0,4.0,4.0,4,4,5.0,0.0,0.0,0.0,0.0,0.67,15.33,11.55,1,0,1,1,Medium
249,16771.0,3354.2,4796.0,1366.0,1743.09,4366.0,5,10.0,0.0,10.0,10.0,7.0,7,7,2.0,0.0,0.6,0.6,0.0,0.4,16.4,4.39,1,2,1,1,High
250,6732.0,2244.0,2715.0,1730.0,493.91,2287.0,3,7.0,0.0,7.0,7.0,5.0,5,5,3.0,0.0,0.0,0.67,0.0,0.33,14.0,9.85,0,0,1,2,Low
251,4497.0,1499.0,2144.0,545.0,843.1,1808.0,3,10.0,0.0,10.0,10.0,2.0,2,2,1.0,0.0,0.0,0.0,0.67,0.0,5.33,2.08,0,1,1,1,Low
252,3454.0,1727.0,1992.0,1462.0,374.77,1727.0,2,3.0,0.0,3.0,3.0,7.0,7,7,3.0,0.0,0.0,0.5,0.0,0.0,1.5,0.71,0,0,1,1,Low
253,13723.0,2287.17,4851.0,345.0,1547.48,2408.5,6,8.0,0.0,8.0,8.0,3.0,3,3,2.0,0.0,0.17,0.33,0.33,0.33,12.17,6.18,1,3,1,1,Medium
254,16947.0,3389.4,4984.0,418.0,1931.83,4317.0,5,3.0,0.0,3.0,3.0,1.0,1,1,4.0,0.0,0.6,0.4,0.8,0.0,7.8,4.66,0,2,2,1,High
255,9699.0,2424.75,3778.0,391.0,1552.73,2765.0,4,8.0,0.0,8.0,8.0,9.0,9,9,3.0,0.0,0.5,0.25,0.0,0.0,12.0,6.22,0,1,1,2,Medium
256,4900.0,1633.33,2200.0,787.0,746.86,1913.0,3,2.0,0.0,2.0,2.0,5.0,5,5,4.0,0.0,0.0,0.0,0.0,0.33,14.0,8.89,0,0,3,0,Low
257,10457.0,2091.4,3984.0,46.0,1400.77,2052.0,5,5.0,0.0,5.0,5.0,10.0,10,10,2.0,0.0,0.2,0.8,0.4,0.2,8.2,7.56,0,2,1,2,Medium
258,20083.0,3347.17,4790.0,2346.0,859.5,3378.5,6,4.0,0.0,4.0,4.0,1.0,1,1,3.0,0.0,0.33,0.17,0.5,0.17,8.83,6.27,0,1,3,2,High
259,24962.0,3566.0,4773.0,2037.0,1069.13,3661.0,7,9.0,0.0,9.0,9.0,1.0,1,1,3.0,0.0,0.43,0.43,0.29,0.14,9.86,7.73,4,2,0,1,High
260,24476.0,2719.56,4903.0,119.0,1585.91,3103.0,9,3.0,0.0,3.0,3.0,1.0,1,1,3.0,0.0,0.11,0.33,0.33,0.33,10.89,7.57,3,1,3,2,High
261,10994.0,2198.8,4563.0,618.0,1651.28,2156.0,5,5.0,0.0,5.0,5.0,9.0,9,9,3.0,0.0,0.4,0.2,0.8,0.0,9.2,3.56,0,2,1,2,Medium
262,22368.0,3195.43,4577.0,1626.0,1141.9,3486.0,7,10.0,0.0,10.0,10.0,8.0,8,8,5.0,0.0,0.14,0.29,0.0,0.86,18.71,1.89,2,2,2,1,High
263,13666.0,1952.29,3652.0,95.0,1199.67,1890.0,7,9.0,0.0,9.0,9.0,6.0,6,6,4.0,0.0,0.29,0.29,0.0,0.0,5.71,6.24,2,0,3,2,Medium
264,4269.0,1067.25,2277.0,28.0,924.67,982.0,4,6.0,0.0,6.0,6.0,10.0,10,10,1.0,0.0,0.25,0.0,0.5,0.25,13.0,6.06,0,3,0,1,Low
265,10912.0,2182.4,4281.0,978.0,1313.89,2165.0,5,2.0,0.0,2.0,2.0,6.0,6,6,2.0,0.0,0.2,0.4,0.0,0.6,15.6,9.4,1,1,1,2,Medium
266,1636.0,818.0,1177.0,459.0,507.7,818.0,2,1.0,0.0,1.0,1.0,6.0,6,6,2.0,0.0,0.0,0.0,0.0,1.0,20.5,3.54,0,0,1,1,Low
267,15174.0,3034.8,4685.0,733.0,1699.75,3231.0,5,1.0,0.0,1.0,1.0,4.0,4,4,3.0,0.0,0.8,0.6,0.2,0.2,14.6,3.36,0,1,2,2,Medium
268,1686.0,843.0,941.0,745.0,138.59,843.0,2,7.0,0.0,7.0,7.0,5.0,5,5,5.0,0.0,0.0,0.5,0.0,0.0,3.0,1.41,0,0,1,1,Low
269,9061.0,1812.2,3356.0,385.0,1123.34,2091.0,5,2.0,0.0,2.0,2.0,10.0,10,10,3.0,0.0,0.4,0.4,0.4,0.0,7.0,5.24,0,0,3,2,Medium
270,13914.0,2319.0,4287.0,589.0,1302.39,2282.5,6,7.0,0.0,7.0,7.0,3.0,3,3,2.0,0.0,0.17,0.17,0.17,0.0,5.0,4.56,1,2,2,1,Medium
271,13787.0,1969.57,4610.0,108.0,1792.07,2111.0,7,1.0,0.0,1.0,1.0,3.0,3,3,5.0,0.0,0.57,0.57,0.43,0.0,8.86,4.98,1,2,2,2,Medium
272,14685.0,2937.0,3988.0,1703.0,939.84,2839.0,5,4.0,0.0,4.0,4.0,10.0,10,10,1.0,0.0,0.4,0.2,0.4,0.0,6.4,5.68,2,2,1,0,Medium
273,16307.0,2329.57,4190.0,1302.0,1205.05,1661.0,7,10.0,0.0,10.0,10.0,7.0,7,7,2.0,0.0,0.57,0.14,0.29,0.14,12.0,5.74,1,0,5,1,Medium
